Pedigree,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
PH207/PHB47,4.900728823,-4.829199625,2.982331302,-1.061190252,-1.169180959,1.001816075,0.826777166,0.319916842,-0.5857508,0.490240673,-1.292868516
PHG50/PHB47,3.638236441,-4.400959273,2.966798929,-0.552227388,-0.590828463,0.988595556,0.676355572,0.170592183,-0.498284407,0.255621274,-0.916507592
PHJ40/PHB47,1.818550568,-0.986872614,3.07706583,0.385322307,0.232729849,0.245561747,0.605274799,-0.049805002,0.438051146,-0.229959555,0.615540457
Q381/PHB47,4.950973758,-4.786200247,3.035311893,-1.024856867,-1.181023058,0.953506187,0.831989162,0.29045922,-0.60162492,0.437520827,-1.270913499
TX803/PHZ51,-3.445264302,-2.160750951,1.215258569,0.444954408,0.783146657,-1.079131425,-0.016942416,-1.089178744,-0.021711025,-0.494792,0.120708447
W10005_0346/PHB47,4.416989152,-4.535984872,2.96119768,-0.835105873,-1.049158324,0.962523956,0.740368419,0.290954887,-0.506096086,0.342719922,-1.128613949
Z013E0046/LH82,2.677456649,-0.987829901,-2.64126508,0.793815852,3.065893092,0.359331801,-0.426626119,-0.326076385,-0.695925817,-0.78842156,-0.332719255
Z022E0023/LH195,1.055289081,2.144198075,0.063061052,1.818410567,-0.89241475,0.822614705,-0.764228769,-1.24175071,0.662044526,0.701066466,-0.756893375
Z022E0036/LH195,1.102554524,2.349687938,-0.162715785,1.626956414,-0.886456893,0.647949464,-1.018082387,-1.046820023,0.677516794,0.915734907,-0.68909318
Z022E0123/LH195,1.114535519,1.926683057,-0.321026514,0.601430055,-1.318726514,0.739302554,-2.115774907,-0.156912933,1.05331966,1.412032195,-0.195109107
BGEM-0040-N/LH195,-5.262173788,-2.432809208,-0.492674786,-0.134307018,-0.335756886,0.987373791,-0.051121932,0.326055236,1.176400003,-0.111601996,-0.989735872
BGEM-0256-N/LH195,-6.414941027,-2.974736238,-0.576712225,-0.065510457,-0.379144086,1.013502956,0.139031111,0.440513871,1.294612427,0.099923948,-0.868741538
BGEM-0259-N/LH195,-6.093375434,-2.825543972,-0.578975578,-0.084530209,-0.229481028,0.972689008,0.097438065,0.496269686,1.41168514,0.089962393,-0.907579398
BGEM-0235-N/LH195,-5.626804868,-2.917253912,-0.542313305,0.139733866,-0.304834436,0.901337955,-0.065357267,0.316377402,1.423530444,-0.035527149,-0.862589565
BGEM-0001-N/LH195,-5.804515942,-2.948310008,-0.55966125,-0.011312402,-0.379439476,0.934408597,-0.042341078,0.418905063,1.32775775,0.061787594,-0.995077279
BGEM-0005-N/LH195,1.919159283,-0.928364059,1.312247966,0.530729032,-0.597375563,1.327698834,-0.038199642,0.212353989,0.337715477,-0.571503574,-0.004030769
BGEM-0046-N/LH195,-1.643154073,-2.193168066,0.452942595,0.279630696,-0.633308868,1.374760951,-0.292506446,0.408763511,0.84829395,-0.309332878,-0.264937173
BGEM-0063-N/LH195,-4.897058564,-2.305714713,-0.522356422,-0.053522231,-0.408301692,0.935402748,0.113205978,0.433424474,1.172091799,-0.142960595,-0.801884819
(CML442-B_CML343-B-B-B-B-B-B)-B-B-1-1-B-B-B-1-B12-1-B19/LH195,0.581372413,0.273609368,-0.460650268,0.370595365,-0.722656342,0.906426208,-0.340647206,0.467881679,1.065861165,-0.791401088,-0.447823615
BGEM-0089-N/LH195,-3.487395333,-1.459629003,-0.432872713,-0.376559766,-0.636447009,0.858604747,-0.028712695,0.422343125,1.547471445,0.043254629,-0.600731656
BGEM-0102-N/LH195,-5.744707814,-2.934384284,-0.60683312,-0.104085585,-0.366961134,0.961360205,-0.03603177,0.528497535,1.347800067,-0.051462612,-0.938492527
BGEM-0107-N/LH195,1.826341197,-0.620981959,1.059695817,0.723831971,-0.757882493,1.263816946,0.001223492,0.352176074,0.438105284,-0.640715953,-0.233520772
BGEM-0124-N/LH195,-5.837381097,-2.779796544,-0.669800026,0.056488289,-0.186892364,0.883461598,0.154648481,0.535943046,1.243211628,0.11467987,-0.85851435
BGEM-0125-N/LH195,-5.959437558,-2.881465362,-0.532058327,-0.196700596,-0.343832992,0.984536941,-0.095365848,0.504135239,1.293037722,0.055712102,-1.039959639
BGEM-0129-N/LH195,1.845174531,-0.622705259,1.147903883,0.49555458,-0.705775675,1.436011944,-0.038552639,0.127295808,0.419816647,-0.64876315,-0.022304829
BGEM-0130-N/LH195,-5.237674904,-3.012337055,-0.690807395,0.178041801,-0.46508412,0.87285613,-0.034886888,0.346141554,1.351302062,0.054186968,-0.857524741
BGEM-0182-N/LH195,-5.929598492,-2.822779279,-0.589046375,-0.123848065,-0.296293579,0.973615273,0.022661916,0.416721947,1.394524825,0.087807937,-1.008128429
BGEM-0184-N/LH195,-5.878289276,-2.902386782,-0.553506766,-0.153729698,-0.315933033,0.905578151,0.006717941,0.56826659,1.38495473,0.058884108,-0.935579111
BGEM-0193-N/LH195,-5.85782068,-2.83943006,-0.703592207,0.175148594,-0.356945571,0.975961562,-0.081449574,0.478261252,1.212358441,-0.096781427,-0.740835958
BGEM-0066-N/LH195,-4.999491728,-2.664786537,-0.537422034,0.056871871,-0.384930052,0.811028857,-0.011561929,0.450992206,1.315180603,-0.1279154,-0.840394965
BGEM-0140-N/LH195,-6.316743672,-2.968910219,-0.599492483,-0.123845242,-0.293339038,1.038426326,0.008911549,0.46599923,1.365850026,0.112069723,-0.962996797
BGEM-0143-N/LH195,-6.053636977,-2.873653387,-0.586040632,-0.158946247,-0.351360027,1.0286766,-0.082301914,0.497764276,1.368544188,-0.024417874,-0.886603684
BGEM-0151-N/LH195,-3.346167242,-2.878404482,0.076300479,0.243403971,-0.576364467,1.135478398,-0.027558117,0.461668413,1.115257675,-0.20851868,-0.568695707
BGEM-0203-N/LH195,-4.662803321,-2.386887296,-0.593983183,0.077364481,-0.305026158,0.881660028,-0.053712166,0.602643101,1.368455519,-0.044736381,-0.76896511
BGEM-0204-N/LH195,-6.313989972,-2.888947832,-0.444859327,0.027973031,-0.21975059,0.968916136,0.037945053,0.440159859,1.419331235,0.079592485,-0.808814436
BGEM-0205-N/LH195,-5.769551238,-2.939483335,-0.692078717,0.039900884,-0.379778148,0.909008609,-0.074916875,0.711345154,1.374706055,-0.017314691,-0.857937368
BGEM-0206-N/LH195,-4.954320075,-2.628929419,-0.500161175,0.29999229,-0.438406334,0.975275568,-0.079917326,0.538472362,1.278785741,-0.210914602,-0.556144288
BGEM-0207-N/LH195,-4.069664615,-2.382645427,-0.673160376,0.330064497,-0.500984676,0.880592458,-0.064621629,0.51180764,1.350070754,-0.232524947,-0.571987005
BGEM-0209-N/LH195,-6.372180765,-2.962199475,-0.564740932,-0.126156848,-0.281637563,0.828414074,0.001615745,0.560079026,1.390481282,0.073105136,-0.859744683
BGEM-0210-N/LH195,-4.575469692,-2.196155693,-0.523191667,0.01116627,-0.486287187,0.961345825,-0.167691118,0.587359381,1.188480437,-0.116485478,-0.78043614
BGEM-0211-N/LH195,-6.186932508,-2.773393803,-0.521050099,-0.168239013,-0.364618661,0.956890637,0.024736983,0.320391344,1.317450381,0.174418725,-0.966181684
BGEM-0202-N/LH195,-6.279203129,-3.086066004,-0.68014458,-0.159949582,-0.344713877,1.001236924,0.023002905,0.48087932,1.404804225,0.004322088,-0.939263726
BGEM-0215-N/LH195,1.981643795,-0.823647413,1.297162007,0.726942625,-0.548934331,1.419764533,-0.04809233,0.403702811,0.402796523,-0.636348477,-0.043565993
BGEM-0239-N/LH195,-6.767044585,-3.251764862,-0.468572136,-0.161974634,-0.335012817,0.989055346,0.068192445,0.55132026,1.332191866,0.176238204,-0.991633253
BGEM-0240-N/LH195,-4.974409421,-2.806173415,-0.657537359,0.119646001,-0.509815441,0.948523591,-0.22666318,0.472786451,1.336287828,-0.100704852,-0.829523592
BGEM-0246-N/LH195,-6.830334431,-3.363700484,-0.580549163,-0.123351886,-0.374712041,0.987858042,-0.031357314,0.477036455,1.391937144,0.132896015,-0.99482264
BGEM-0248-N/LH195,1.654510148,-0.535910014,0.915627147,0.57565402,-0.741990044,1.106454599,-0.11907863,0.39434751,0.603031877,-0.588422938,-0.024113565
2FACC/3IIH6,3.183990424,-1.584405067,-3.106935592,-2.02810867,-1.871606558,-0.560444245,0.505120732,-0.535844353,-0.137500672,0.090817696,0.167620257
6F629/3IIH6,3.619071491,-2.30628533,-1.62324448,-1.587422002,-1.729592893,-0.761124085,0.586840235,-0.395793324,-0.312867387,0.111345858,0.1697997
A632/3IIH6,3.151889204,-1.913337208,-2.304491436,-0.870224824,-1.126656652,-2.280265182,0.514914117,-1.105085822,0.093920659,-0.133521272,0.821957009
A634/3IIH6,3.009803852,-1.739629357,-2.212064325,-0.753004967,-1.221148803,-2.262527532,0.406687707,-0.996584524,0.151731815,-0.155503101,0.587114691
A635/3IIH6,2.996645833,-1.995160657,-2.159243175,-0.964509999,-1.130943838,-2.150722447,0.376060991,-0.840383069,-0.086681644,-0.070442091,0.508896383
A679/3IIH6,2.727378745,-1.469233898,-4.148862299,-2.382354648,-2.3243164,-0.304159626,0.507525379,-0.355826106,-1.003790612,0.20355675,0.121309614
A680/3IIH6,2.749345954,-1.266580276,-5.079747492,-2.633417801,-2.542942985,-0.121205013,0.471086223,-0.273657934,-0.970863999,0.282018681,0.211751843
AH83/3IIH6,2.809021721,-1.298551777,-0.531387687,-0.835974951,-0.551871283,-1.377105901,0.306157817,-1.286823213,-0.003342187,-0.18775909,-0.037498057
B104/3IIH6,3.174158651,-1.825751174,-2.423980854,-1.692649412,-1.44399606,-1.006875208,0.651335695,-0.850790897,-0.535733759,0.125206987,0.355980533
B109/3IIH6,2.787895082,-1.593030466,-4.301854531,-2.270769976,-2.151415198,-0.252815573,0.45335636,-0.290437721,-0.845789328,0.228064592,0.230532374
B110/3IIH6,3.102044967,-1.829706061,-2.488139768,-1.527215975,-1.394186245,-1.083525152,0.639607329,-0.872867128,-0.48405864,-0.015026994,0.320768091
B111/3IIH6,3.149410409,-1.760583415,-1.087212268,-1.519438174,-0.801850988,-1.010835205,0.607515619,-0.955500008,-0.101814776,-0.103578562,0.252237271
B119/3IIH6,3.37491984,-1.858094219,-2.069032823,-1.471675979,-1.142685955,-1.15229211,0.689428734,-0.98899744,-0.687730144,-0.003239473,0.336140759
B14/3IIH6,3.250137891,-1.894412817,-2.99605797,-1.1144751,-1.278392198,-2.179339604,0.444682756,-0.870343446,0.047127667,-0.080041968,0.711750503
B2/3IIH6,3.135980915,-1.517866787,-0.259076211,-0.664120579,-0.565675304,-1.404795596,0.439477056,-1.134046692,-0.138429567,-0.063977775,0.067220998
B73/3IIH6,2.730089003,-1.300530231,-5.327433919,-2.694776188,-2.679693177,-0.030444947,0.496865941,-0.251038915,-1.079700551,0.316305072,0.236129955
B73/LH162,-1.207276655,2.385508393,-1.220760095,-0.182643152,-0.268378144,0.963828138,1.27298955,1.034229902,-0.870682296,-0.527220761,1.700558844
B73/TX6252,-0.637663478,1.267020787,-1.207699345,0.581191997,-0.357141301,0.945401647,0.091317098,0.364484073,-0.313670154,-0.6909318,0.5903756
B84/3IIH6,3.026332195,-1.626235341,-2.91625696,-1.453563302,-1.96551963,-1.018337944,0.334493632,-0.746777448,-0.525887197,-0.023391487,0.365836632
BGEM-0227-N/LH195,1.964895934,-0.749008972,1.139049583,0.447459362,-0.675343164,1.212525543,-0.005179196,0.346921028,0.488575405,-0.714150353,-0.063376298
BGEM-0228-N/LH195,-6.572882446,-3.189462047,-0.559762287,-0.065133523,-0.385116632,1.002328046,0.01166529,0.520956304,1.298448601,0.07275049,-0.961784359
BSSSC0_001/3IIH6,3.330942403,-2.113338536,-1.375083049,-1.256378258,-1.269969308,-1.294318305,0.525487809,-0.900490121,-0.342721182,-0.163866965,0.30204315
BSSSC0_002/3IIH6,3.237168893,-1.9125319,-1.784569893,-1.230925024,-1.256554218,-1.26988269,0.520325076,-0.721237446,-0.403042683,0.01053851,0.067470659
BSSSC0_003/3IIH6,3.063209651,-1.901546582,-1.418447516,-1.217601519,-1.044270904,-1.290395725,0.675574335,-0.868353393,-0.088897663,-0.102286214,0.28267656
BSSSC0_005/3IIH6,3.04432675,-1.695563225,-1.034696932,-0.677077528,-0.859166103,-1.242345066,0.516424416,-0.966835972,-0.28657292,0.084539732,0.086647306
BSSSC0_008/3IIH6,3.355012237,-1.784608383,-1.662448064,-1.101649309,-1.074441026,-1.34486529,0.261913091,-0.85869646,-0.5169702,-0.064074149,0.319386525
BSSSC0_009/3IIH6,3.295618718,-1.925494187,-2.026844696,-1.309280808,-1.379509626,-1.313124695,0.463484422,-0.907049861,-0.496415485,0.038093159,0.448519666
BSSSC0_012/3IIH6,3.005165215,-1.995872215,-1.659829655,-1.731561641,-1.251958304,-1.062377115,0.693483505,-1.052580637,-0.552961991,-0.025815135,0.208215429
BSSSC0_015/3IIH6,3.203842038,-1.839928603,-1.808480459,-1.434593847,-1.429571652,-0.893956375,0.532612102,-0.916683866,-0.709724158,-0.082450811,0.150731035
BSSSC0_017/3IIH6,2.881865518,-1.709669953,-1.427667756,-1.165006293,-0.911575606,-1.33757829,0.557264224,-0.885731115,-0.329886517,-0.105702036,0.107320466
BSSSC0_020/3IIH6,3.134716293,-1.789969365,-1.364777299,-1.291927672,-1.288953101,-1.089029061,0.481057984,-0.960261342,-0.684595216,-0.012503692,0.122514895
BSSSC0_024/3IIH6,3.150727845,-1.925724966,-1.233669244,-1.146480417,-0.884226803,-1.293222764,0.630864348,-1.010476861,-0.561544023,0.067654972,0.150168543
BSSSC0_026/3IIH6,3.078370592,-1.840515528,-1.988360948,-1.695000048,-1.559891588,-0.955879797,0.5868697,-0.865377842,-0.597171868,0.06027053,0.147008357
BSSSC0_029/3IIH6,3.402288072,-2.000199323,-1.822386057,-1.25609641,-1.279373483,-1.470109869,0.454604493,-0.669171602,-0.364760805,-0.02190782,0.177857013
BSSSC0_033/3IIH6,2.976035562,-1.46373459,-1.380603675,-1.327004667,-0.893601889,-1.214236929,0.596207568,-0.860435182,-0.277784403,-0.14838487,0.332759548
BSSSC0_038/3IIH6,3.15465195,-1.669150487,-1.929431097,-1.399150959,-1.398867408,-1.204661606,0.344695335,-0.836121328,-0.511744921,-0.047438277,0.187025698
BSSSC0_054/3IIH6,3.094482919,-1.855323371,-1.988953592,-1.699221404,-1.550279638,-0.945459506,0.591511415,-0.856667368,-0.597831952,0.067618898,0.145254089
BSSSC0_057/3IIH6,3.26975479,-1.996042083,-2.046045857,-1.509566765,-1.154621107,-0.932840438,0.439625219,-0.92653288,-0.660938993,-0.113545431,0.116361903
BSSSC0_060/3IIH6,3.26806066,-1.676727488,-1.865455831,-1.014905558,-1.106075829,-1.452610654,0.253764142,-0.909080168,-0.463651502,-0.123513056,0.369447181
CG102/3IIH6,3.391701848,-1.834776221,-1.252564539,-0.216611915,-1.489541853,-3.050904415,0.132253506,0.466353464,-0.625653147,-0.025103875,-0.398752719
CG106/3IIH6,3.148836291,-1.081736249,-0.238604099,-0.574700963,-0.362938068,-1.466630016,0.056183328,-1.158142047,0.060983932,-0.020280599,0.048189153
CG120/3IIH6,3.079423287,-1.348058217,-0.694955331,-0.255384824,-1.237117965,-2.351662446,0.237105851,-0.720953641,-0.2094661,-0.029285303,-0.201967353
CG120/LH162,0.692677865,0.459821015,0.874999716,0.452783989,0.095918633,-1.445683416,0.621445831,0.582702941,-0.169457609,-0.283299044,0.724528091
CG120/PHK05,1.299461438,-0.544731678,0.864274353,0.825342039,0.025183853,-1.401286065,-0.160927505,-0.054685851,0.186816228,-0.302311219,0.337193885
CG120/PHR25,2.078677463,-1.620527357,0.065433358,0.223705327,-0.853367797,-2.205131617,0.194422574,-0.380794473,0.417972226,-0.064216009,-0.404028073
CG123/LH145,1.130028207,-0.294237982,0.729808777,0.530976723,-0.038652026,-1.523260823,0.038559217,-0.293475253,0.220659956,-0.603064342,1.063641469
CG123/PHHV4,-0.054112141,0.390890649,0.130371973,0.358487793,-0.686588913,0.207733698,0.115798779,0.071005765,-0.13670117,-0.183798724,0.471942274
CG123/PHRE1,1.161054672,0.030384867,1.690601116,-0.015867138,0.556322727,-0.981157375,0.273605771,-0.664540929,0.51367979,-0.232280577,0.640351843
CG123/S8324,0.370469419,0.726324305,-0.013805571,-0.038792282,-0.610480535,0.102019116,-0.133545413,0.276955278,-0.426658717,-0.238643184,0.711738458
CG124/CG120,1.430407217,0.491830764,1.339905645,0.646315964,-0.143811382,-1.572011439,-1.505838954,-0.074626396,0.129550962,0.239284416,0.310969801
CG124/LH145,1.280031385,0.456834483,1.213496663,0.432435164,0.019632663,-1.475096716,-1.328085082,-0.301962148,0.249271404,-0.240749311,0.967455038
CG124/PHHV4,0.571844789,1.103510873,0.75287423,-0.301675784,-0.574632558,0.250290687,-1.507483898,-0.189781255,-0.01380712,0.03778757,0.49766657
CG124/PHRE1,1.114135379,0.755517735,1.722191776,0.159220109,0.258826517,-1.05897184,-0.783113883,-0.741712986,0.583729328,0.266576208,0.473868193
CG124/S8324,0.257988612,1.565690737,0.239963895,-0.285551558,-0.708368869,0.230612689,-1.759489128,-0.102614178,-0.135010708,0.316214945,0.579478577
CG60/LH185,0.295125767,1.669053525,2.059675883,-1.862413368,1.037047189,-1.347434639,-0.171385702,-0.969211522,1.001160105,-0.129185668,-0.262083888
CG60/LH82,2.055122103,-1.376822016,-0.417685172,0.68558095,2.587339472,-0.691812098,-0.062827341,-0.564958714,0.318523928,0.101500619,-0.020567715
CGR01/LH82,2.848884283,-1.273691011,-0.32120612,0.483850292,2.558830968,-0.74247829,-0.061537235,-0.539295363,0.382728952,0.087998766,0.188123234
CGR03/CG108,1.646114804,-1.244581895,1.115556033,-0.276658292,0.117105835,-1.095723978,0.342538708,-0.988316682,0.530918184,-0.176589884,-0.066109281
CML269/LH195,2.252296974,-0.901518161,1.54655577,0.695853301,-0.654432797,1.415784962,0.001960374,0.16175664,0.30739161,-0.585127041,0.057958842
CO258/3IIH6,3.327544945,-1.885475065,-1.477079707,-1.217288566,-0.972788776,-1.341163826,0.712620044,-0.933746779,-0.204472049,0.084077524,0.058096501
BGEM-0157-N/LH195,-5.511094211,-2.897293966,-0.604864272,0.097054942,-0.431233079,0.957460414,-0.052574465,0.306241307,1.32260431,0.020888433,-0.917686059
DK78010/3IIH6,3.089081396,-1.7828127,-3.593970594,-1.807665255,-1.918119837,-1.337929875,0.493237949,-0.837397329,-0.552766478,0.157545495,0.403349484
DKFBHJ/3IIH6,3.243081343,-1.860974992,-2.027771374,-0.943436759,-1.082249607,-1.801475635,0.253001783,-0.874252748,-0.083873883,-0.198904832,0.538437596
FBLA/3IIH6,3.14800913,-1.703739412,-2.190375847,-1.046898313,-1.073987079,-1.965127986,0.287333848,-0.961377446,-0.020752918,-0.152421423,0.446528679
FE/3IIH6,2.625623143,-2.014554958,-0.678538587,-0.878417511,-0.483636138,-1.198667045,0.416543319,-1.048243551,-0.236336762,-0.030803082,0.009688249
FR19/3IIH6,2.647228114,-1.856038461,-1.22882996,-0.897399938,-0.708569534,-1.746979711,0.278349479,-1.11483763,0.007756208,-0.007409428,0.320025783
GEMN-0262/3IIH6,2.827141299,-1.510704191,-3.547185797,-2.263049847,-2.140946432,-0.412285779,0.388596528,-0.444334439,-0.455478972,0.143507053,0.123193288
GEMN-0268/3IIH6,2.699264949,-1.515666911,-3.415044702,-1.997835619,-1.832276252,-0.607615406,0.416012704,-0.636081573,-0.541547084,0.184515294,0.141607576
GEMN-0269/3IIH6,2.884423172,-1.422180776,-3.694606829,-2.13180086,-2.111211197,-0.316456236,0.34660588,-0.439520015,-0.493187254,0.297693994,0.080531519
H122W/3IIH6,2.753457915,-1.289562285,-2.821928164,-1.875862464,-1.532589572,-0.856831609,0.051433544,-0.708181649,-0.664255584,0.515876898,0.175312862
H84/3IIH6,4.117090393,-3.309883926,0.755799675,-1.434800522,-1.391959627,-0.341250319,0.580634265,-0.236005638,-0.390352883,0.256399711,-0.442549125
H91/3IIH6,3.411821269,-2.039388575,-2.735883681,-1.053513305,-1.064474472,-2.122854888,0.401120934,-0.818533684,0.082745346,-0.083819764,0.689186146
I159/3IIH6,3.149735481,-1.9395162,-0.66017345,-1.043011989,-0.673378704,-1.045979807,0.605844259,-0.883750537,-0.353333292,0.067514883,0.160676206
ICI 441/LH123HT,-0.015650614,2.15077433,0.023297973,-1.425310725,-0.499494043,0.861713363,-1.427019077,0.494083325,0.762581148,0.186605834,-0.08330438
ICI 441/LH185,-1.515759101,4.577466138,0.929617276,-3.435574603,0.40773413,0.736625615,-0.260146086,0.702951692,0.447891411,-0.049332535,-0.807914004
ICI 441/LH38,0.661330985,1.830727539,0.067345538,-0.374263984,-1.152534259,1.059383171,-2.843168014,0.428837222,0.606591764,1.208810472,0.035291617
ICI 441/LH51,-2.017581584,3.140109645,0.017039703,-0.919498087,0.358914406,0.992010454,2.755460475,0.861022278,0.978845722,0.70738908,0.042139313
ICI 441/LH82,2.488636705,-0.758526934,-3.329580864,0.574264255,3.334370162,1.472840432,-0.361442302,0.615751511,0.104555556,0.237006666,-0.2765039
ICI 441/PHG29,2.123817728,-1.610663535,-2.787915409,-1.511218525,-2.339970235,0.457882938,0.466704334,0.133348132,0.528167881,0.208056452,-0.888399388
ICI 441/PHG47,1.483246315,0.333527459,-1.206511854,-1.25726865,-1.36663676,0.772069825,-0.85296219,0.384901848,-0.290959049,0.302454472,0.715557419
ICI 441/PHG83,-1.390861942,-1.402906213,-1.305543362,-1.08199688,-1.598343419,0.774987257,-0.155546109,0.525289741,0.874538316,-0.099796633,-0.702158356
ICI 441/PHK56,0.111270277,-0.393657333,-1.53614618,-0.640053823,-1.283833086,1.0638013,-0.229667183,0.181517636,0.181815851,0.036787545,0.239116676
ICI 441/PHK76,-0.948597019,0.627656644,-0.209041279,-0.323875669,-0.52716231,0.805133667,-0.207241752,0.617111205,0.937756734,0.371306582,0.35775609
ICI 441/PHN82,0.798507782,-1.369714919,-2.074049433,-1.232989539,-2.045958776,0.702598219,0.268260005,0.201156583,0.888141211,0.147761213,-0.771462925
ICI 441/PHW30,0.473111098,-0.280066508,-1.275650339,-0.721202325,-1.323757862,0.726753067,-0.552429438,0.3336772,0.668636434,0.334551813,-0.23309942
ICI 441/PHZ51,-7.874311839,-2.902029827,-0.68325285,-0.205404433,-0.186639417,0.838184034,0.081812796,0.422524549,0.461148361,0.258897257,-0.599138238
ICI 441/Q381,2.121393866,-1.395321962,-2.444874981,-1.374302786,-2.208113824,0.451197383,0.337026984,0.194350388,0.528846928,0.179050314,-0.957656563
ILL.HY/3IIH6,3.132217772,-1.482352112,-1.097884754,-0.910440848,-0.825873291,-1.302351613,0.426530444,-1.11500764,-0.176581221,-0.10661691,0.154098099
LH123HT/3IIH6,2.577485877,-0.409713879,0.105927376,-1.671865441,-0.291458131,-1.551101149,-0.273066901,-1.381530019,0.455277415,0.197143962,-0.126917131
LH145/3IIH6,3.42723149,-2.036796031,-1.565670766,-0.73923213,-1.026038099,-2.485863669,0.375331015,-1.055062463,0.072363337,-0.237228982,0.759280017
LH145/LH162,0.183839603,0.553553759,0.739585947,0.261001983,0.265318102,-1.420578799,0.722658361,0.296192385,0.121750597,-0.602397317,1.518934213
LH145/PHR25,2.18822121,-1.859342347,-0.443002777,0.094066301,-0.654519157,-2.02006238,0.131635975,-0.587753842,0.870227177,-0.483840826,0.236940323
LH149/3IIH6,2.685416934,-1.406799487,-4.341694266,-2.28522942,-2.487571346,-0.378256634,0.519650843,-0.314845492,-0.982930945,0.252367363,0.186648906
LH185/LH145,-0.22190695,2.580794654,2.076646131,-1.688079817,0.862765881,-2.040508025,-0.361701709,-0.088225623,0.440245626,-0.604273141,0.663067258
LH185/PHRE1,0.262907351,2.160538948,2.387597518,-1.003063052,0.82548042,-0.931622407,-0.404493261,-0.89058103,0.374951764,0.205048722,0.074242983
LH185/S8324,-1.40247503,4.519965874,1.11969812,-3.071841719,0.477893302,-0.080245015,-0.598059475,0.328665061,-0.446200587,-0.02309038,-0.083009233
LH195/3IIH6,2.873883608,-1.660458141,-2.96638963,-2.065666719,-2.658208817,0.299108682,0.419626524,-0.200814671,-0.079700669,0.378463082,-0.209229607
LH195/CGR01,1.374428514,-0.029729957,-0.547305375,-0.545103381,-0.791844954,0.52469486,-0.162680261,0.370555815,0.964165163,-0.378735836,-0.113414867
LH195/LH123HT,0.441113051,1.783688334,0.127066628,-1.279115057,-0.517214129,0.944872582,-1.441413637,0.591189021,1.322622606,0.203426721,-0.189899901
LH195/LH210,-0.730175159,1.632022796,-0.009158509,-0.50173261,0.038153296,1.208894711,1.767927224,0.875551031,1.506922714,0.324736911,-0.217057237
LH195/LH38,1.164954097,1.437104334,0.117505945,-0.255754605,-1.204972078,1.155284256,-2.882281069,0.466682626,1.153521832,1.215516016,-0.088577648
LH195/LH51,-1.408763186,2.864857542,0.324522165,-0.924860181,0.18627556,1.093433538,2.904172577,1.077162062,1.775253629,0.729458494,-0.221395428
LH195/PHG29,2.238579253,-1.776332858,-2.251988096,-1.270175103,-2.361781153,0.551731606,0.377174095,0.307215288,0.82813612,0.233878239,-0.967918178
LH195/PHG47,2.035363571,-0.066128497,-1.022609653,-1.179161323,-1.452807704,0.931480381,-0.865824616,0.552633218,0.289508486,0.394575356,0.283306377
LH195/PHG83,-1.123395283,-1.60217532,-1.00623375,-0.893458242,-1.655956867,0.864936205,-0.202174477,0.654901146,1.348852724,-0.115483054,-0.836277833
LH195/PHJ65,1.27883329,1.065055239,-0.277000623,1.672357914,-0.82370294,0.056819478,0.061955648,-0.883063442,0.945528404,-0.340051357,-0.429561193
LH195/PHK56,0.524744037,-0.767028996,-1.278791957,-0.791155915,-1.408379641,1.102280564,-0.130879993,0.472450437,0.857612794,0.003800258,-0.010042143
LH195/PHK76,-0.422593455,0.346144943,0.003424456,-0.27007181,-0.570678078,0.912223728,-0.129238326,0.816471156,1.651647959,0.358676365,-0.009177976
LH195/PHM49,-0.808856213,-0.514068802,-0.610133182,-0.649637855,-1.270137631,1.107400378,-0.422776316,0.786818354,1.218654378,-0.099843403,-0.599458198
LH195/PHN37,0.266242857,1.021822431,0.254022459,-0.522779904,-0.629770689,1.029609294,-0.454620521,0.769946983,1.177928806,0.31627854,-0.187751418
LH195/PHN47,1.481816889,-0.56082974,-0.967764756,-0.453778368,-1.463141133,0.7678817,0.071003761,0.278868565,0.709100017,-0.300766772,-0.692975579
LH195/PHN82,1.024636782,-1.583373966,-1.606891629,-1.030669089,-2.144200233,0.752245981,0.2182426,0.444107152,1.248602391,0.175458187,-0.893383799
LH195/PHP60,0.980948407,0.217881336,-0.223811973,0.284716356,-0.863715043,1.030055809,-0.851855837,0.517255661,0.999953949,-0.340903728,-0.074100998
LH195/PHR03,-0.180504388,-0.344132905,-0.867365225,-0.614502744,-0.898826852,0.919906212,0.192641655,0.65005227,1.303406204,-0.034626049,-0.42012428
LH195/PHW30,0.81308443,-0.521756984,-0.881402026,-0.556386217,-1.539144594,0.833405526,-0.531534353,0.456159432,1.158066403,0.305029288,-0.440439682
LH195/PHW53,-2.217706304,-2.558280089,-1.30527061,-0.489753299,-1.085529879,0.904869009,-0.200390197,0.234321772,1.059392894,0.17984275,-0.818907694
LH195/Q381,2.256297652,-1.556180031,-1.89563673,-1.140427768,-2.238673896,0.543895987,0.257336018,0.376832197,0.845130876,0.186616327,-1.021593314
LH198/3IIH6,3.058939153,-1.48729299,-4.488831696,-2.049372118,-2.753782163,-0.162644685,0.452377484,-0.033550249,-0.423974018,0.233966826,0.252553038
LH198/LH123HT,0.137510865,2.710330658,-0.426284036,-1.024548614,-0.826939371,0.768461304,-1.633390188,0.61945937,0.292041768,0.183029286,0.686595493
