pop_code	Day_x	Day_y	window	R_DL	R_GDD	R_PTT	R_PTR	R_PTS	nR_DL	nR_GDD	nR_PTT	nR_PTR	nR_PTS
1	9	62	53	0.8894	-0.9156	0.1049	-0.9612	0.8486	-0.8894	0.9156	-0.1049	0.9612	-0.8486
1	9	63	54	0.8893	-0.9061	0.1297	-0.9605	0.8471	-0.8893	0.9061	-0.1297	0.9605	-0.8471
1	9	64	55	0.8892	-0.8982	0.1533	-0.9592	0.8404	-0.8892	0.8982	-0.1533	0.9592	-0.8404
1	9	65	56	0.8891	-0.8951	0.1726	-0.9583	0.8381	-0.8891	0.8951	-0.1726	0.9583	-0.8381
1	9	66	57	0.889	-0.8942	0.1783	-0.9577	0.8345	-0.889	0.8942	-0.1783	0.9577	-0.8345
1	9	67	58	0.8889	-0.891	0.1779	-0.9572	0.8283	-0.8889	0.891	-0.1779	0.9572	-0.8283
1	9	68	59	0.8888	-0.8895	0.1821	-0.9565	0.824	-0.8888	0.8895	-0.1821	0.9565	-0.824
1	9	69	60	0.8886	-0.8885	0.1824	-0.956	0.8194	-0.8886	0.8885	-0.1824	0.956	-0.8194
1	9	70	61	0.8885	-0.8877	0.1802	-0.9566	0.8165	-0.8885	0.8877	-0.1802	0.9566	-0.8165
1	9	71	62	0.8884	-0.8805	0.1877	-0.9579	0.8182	-0.8884	0.8805	-0.1877	0.9579	-0.8182
1	9	72	63	0.8882	-0.8716	0.2047	-0.9592	0.8163	-0.8882	0.8716	-0.2047	0.9592	-0.8163
1	9	73	64	0.8881	-0.8627	0.2289	-0.9603	0.8104	-0.8881	0.8627	-0.2289	0.9603	-0.8104
1	9	74	65	0.8879	-0.8574	0.2388	-0.9619	0.8039	-0.8879	0.8574	-0.2388	0.9619	-0.8039
1	9	75	66	0.8877	-0.8514	0.2476	-0.9632	0.7995	-0.8877	0.8514	-0.2476	0.9632	-0.7995
1	9	76	67	0.8876	-0.8427	0.2532	-0.9645	0.7984	-0.8876	0.8427	-0.2532	0.9645	-0.7984
1	9	77	68	0.8874	-0.8327	0.2591	-0.9655	0.7987	-0.8874	0.8327	-0.2591	0.9655	-0.7987
1	9	78	69	0.8872	-0.8203	0.273	-0.9647	0.8028	-0.8872	0.8203	-0.273	0.9647	-0.8028
1	9	79	70	0.8871	-0.8101	0.2898	-0.9637	0.8029	-0.8871	0.8101	-0.2898	0.9637	-0.8029
1	9	80	71	0.8869	-0.7992	0.3066	-0.9628	0.8028	-0.8869	0.7992	-0.3066	0.9628	-0.8028
1	9	81	72	0.8867	-0.7888	0.3186	-0.9627	0.8003	-0.8867	0.7888	-0.3186	0.9627	-0.8003
1	9	82	73	0.8866	-0.7804	0.324	-0.9627	0.8008	-0.8866	0.7804	-0.324	0.9627	-0.8008
1	9	83	74	0.8864	-0.7741	0.3306	-0.9621	0.8014	-0.8864	0.7741	-0.3306	0.9621	-0.8014
1	9	84	75	0.8862	-0.766	0.3396	-0.9612	0.7996	-0.8862	0.766	-0.3396	0.9612	-0.7996
1	9	85	76	0.886	-0.7579	0.3477	-0.9603	0.7995	-0.886	0.7579	-0.3477	0.9603	-0.7995
1	9	86	77	0.8858	-0.7505	0.3557	-0.9594	0.8001	-0.8858	0.7505	-0.3557	0.9594	-0.8001
1	9	87	78	0.8857	-0.7406	0.3605	-0.959	0.8	-0.8857	0.7406	-0.3605	0.959	-0.8
1	9	88	79	0.8855	-0.7259	0.3593	-0.9593	0.7963	-0.8855	0.7259	-0.3593	0.9593	-0.7963
1	9	89	80	0.8853	-0.7109	0.3653	-0.9589	0.7967	-0.8853	0.7109	-0.3653	0.9589	-0.7967
1	9	90	81	0.8851	-0.6991	0.3758	-0.9588	0.7953	-0.8851	0.6991	-0.3758	0.9588	-0.7953
1	9	91	82	0.8849	-0.6916	0.3755	-0.9586	0.7931	-0.8849	0.6916	-0.3755	0.9586	-0.7931
1	9	92	83	0.8847	-0.6878	0.3728	-0.9592	0.7909	-0.8847	0.6878	-0.3728	0.9592	-0.7909
1	9	93	84	0.8845	-0.6846	0.374	-0.9594	0.7878	-0.8845	0.6846	-0.374	0.9594	-0.7878
1	9	94	85	0.8843	-0.6781	0.3774	-0.96	0.7891	-0.8843	0.6781	-0.3774	0.96	-0.7891
1	9	95	86	0.8841	-0.6744	0.3752	-0.9607	0.7894	-0.8841	0.6744	-0.3752	0.9607	-0.7894
1	9	96	87	0.8839	-0.6648	0.3695	-0.9603	0.7881	-0.8839	0.6648	-0.3695	0.9603	-0.7881
1	9	97	88	0.8837	-0.6552	0.3685	-0.9601	0.7869	-0.8837	0.6552	-0.3685	0.9601	-0.7869
1	9	98	89	0.8835	-0.648	0.3642	-0.9598	0.7813	-0.8835	0.648	-0.3642	0.9598	-0.7813
1	9	99	90	0.8833	-0.6471	0.3575	-0.9601	0.7763	-0.8833	0.6471	-0.3575	0.9601	-0.7763
1	9	100	91	0.8831	-0.6421	0.3526	-0.9605	0.7757	-0.8831	0.6421	-0.3526	0.9605	-0.7757
1	10	16	6	0.8885	-0.8412	-0.6108	-0.908	0.9043	-0.8885	0.8412	0.6108	0.908	-0.9043
1	10	17	7	0.8886	-0.8274	-0.5691	-0.8987	0.8928	-0.8886	0.8274	0.5691	0.8987	-0.8928
1	10	18	8	0.8887	-0.8132	-0.5367	-0.8878	0.8925	-0.8887	0.8132	0.5367	0.8878	-0.8925
1	10	19	9	0.8889	-0.8075	-0.5107	-0.8826	0.883	-0.8889	0.8075	0.5107	0.8826	-0.883
1	10	20	10	0.889	-0.8055	-0.4894	-0.8805	0.8775	-0.889	0.8055	0.4894	0.8805	-0.8775
1	10	21	11	0.8891	-0.805	-0.4677	-0.8814	0.8705	-0.8891	0.805	0.4677	0.8814	-0.8705
1	10	22	12	0.8892	-0.8146	-0.4814	-0.8853	0.8676	-0.8892	0.8146	0.4814	0.8853	-0.8676
1	10	23	13	0.8894	-0.829	-0.5124	-0.8913	0.8558	-0.8894	0.829	0.5124	0.8913	-0.8558
1	10	24	14	0.8894	-0.8435	-0.5317	-0.8976	0.8403	-0.8894	0.8435	0.5317	0.8976	-0.8403
1	10	25	15	0.8894	-0.8495	-0.5303	-0.8984	0.8433	-0.8894	0.8495	0.5303	0.8984	-0.8433
1	10	26	16	0.8895	-0.8662	-0.5686	-0.9034	0.8478	-0.8895	0.8662	0.5686	0.9034	-0.8478
1	10	27	17	0.8896	-0.8827	-0.5994	-0.9102	0.8461	-0.8896	0.8827	0.5994	0.9102	-0.8461
1	10	28	18	0.8898	-0.8922	-0.5943	-0.9165	0.8469	-0.8898	0.8922	0.5943	0.9165	-0.8469
1	10	29	19	0.8898	-0.8994	-0.5731	-0.9218	0.848	-0.8898	0.8994	0.5731	0.9218	-0.848
1	10	30	20	0.8899	-0.903	-0.5416	-0.9251	0.8493	-0.8899	0.903	0.5416	0.9251	-0.8493
1	10	31	21	0.8899	-0.9068	-0.5143	-0.9282	0.8488	-0.8899	0.9068	0.5143	0.9282	-0.8488
1	10	32	22	0.89	-0.9127	-0.4812	-0.9319	0.8472	-0.89	0.9127	0.4812	0.9319	-0.8472
1	10	33	23	0.89	-0.9153	-0.4462	-0.9364	0.8332	-0.89	0.9153	0.4462	0.9364	-0.8332
1	10	34	24	0.8901	-0.9198	-0.4251	-0.941	0.8279	-0.8901	0.9198	0.4251	0.941	-0.8279
1	10	35	25	0.8901	-0.9155	-0.3932	-0.9421	0.8279	-0.8901	0.9155	0.3932	0.9421	-0.8279
1	10	36	26	0.8902	-0.9181	-0.3825	-0.9442	0.8382	-0.8902	0.9181	0.3825	0.9442	-0.8382
1	10	37	27	0.8902	-0.9276	-0.3894	-0.9481	0.845	-0.8902	0.9276	0.3894	0.9481	-0.845
1	10	38	28	0.8902	-0.9279	-0.3653	-0.9487	0.8504	-0.8902	0.9279	0.3653	0.9487	-0.8504
1	10	39	29	0.8902	-0.9345	-0.362	-0.9517	0.8515	-0.8902	0.9345	0.362	0.9517	-0.8515
1	10	40	30	0.8903	-0.9417	-0.3573	-0.9549	0.8605	-0.8903	0.9417	0.3573	0.9549	-0.8605
1	10	41	31	0.8903	-0.9433	-0.3168	-0.9567	0.8591	-0.8903	0.9433	0.3168	0.9567	-0.8591
1	10	42	32	0.8903	-0.9416	-0.2748	-0.9557	0.8605	-0.8903	0.9416	0.2748	0.9557	-0.8605
1	10	43	33	0.8903	-0.9374	-0.2423	-0.9533	0.8589	-0.8903	0.9374	0.2423	0.9533	-0.8589
1	10	44	34	0.8903	-0.9292	-0.1914	-0.9499	0.8604	-0.8903	0.9292	0.1914	0.9499	-0.8604
1	10	45	35	0.8903	-0.9258	-0.1614	-0.9485	0.8535	-0.8903	0.9258	0.1614	0.9485	-0.8535
1	10	46	36	0.8903	-0.9251	-0.1621	-0.9485	0.8544	-0.8903	0.9251	0.1621	0.9485	-0.8544
1	10	47	37	0.8903	-0.9248	-0.1659	-0.9491	0.8553	-0.8903	0.9248	0.1659	0.9491	-0.8553
1	10	48	38	0.8902	-0.9266	-0.1681	-0.9513	0.8574	-0.8902	0.9266	0.1681	0.9513	-0.8574
1	10	49	39	0.8902	-0.9289	-0.1631	-0.9531	0.8536	-0.8902	0.9289	0.1631	0.9531	-0.8536
1	10	50	40	0.8902	-0.9331	-0.152	-0.9542	0.8512	-0.8902	0.9331	0.152	0.9542	-0.8512
1	10	51	41	0.8902	-0.9377	-0.1495	-0.9557	0.8433	-0.8902	0.9377	0.1495	0.9557	-0.8433
1	10	52	42	0.8901	-0.9384	-0.1358	-0.9561	0.8434	-0.8901	0.9384	0.1358	0.9561	-0.8434
1	10	53	43	0.8901	-0.9386	-0.117	-0.9566	0.8444	-0.8901	0.9386	0.117	0.9566	-0.8444
1	10	54	44	0.89	-0.9379	-0.0872	-0.9564	0.8502	-0.89	0.9379	0.0872	0.9564	-0.8502
1	10	55	45	0.89	-0.9374	-0.0504	-0.9556	0.8497	-0.89	0.9374	0.0504	0.9556	-0.8497
1	10	56	46	0.8899	-0.9381	-0.0071	-0.9555	0.8532	-0.8899	0.9381	0.0071	0.9555	-0.8532
1	10	57	47	0.8898	-0.9359	0.0307	-0.9547	0.848	-0.8898	0.9359	-0.0307	0.9547	-0.848
1	10	58	48	0.8898	-0.938	0.044	-0.9569	0.8488	-0.8898	0.938	-0.044	0.9569	-0.8488
1	10	59	49	0.8897	-0.9339	0.0634	-0.959	0.8493	-0.8897	0.9339	-0.0634	0.959	-0.8493
1	10	60	50	0.8896	-0.9283	0.0846	-0.9614	0.8483	-0.8896	0.9283	-0.0846	0.9614	-0.8483
1	10	61	51	0.8895	-0.9213	0.1093	-0.9619	0.8468	-0.8895	0.9213	-0.1093	0.9619	-0.8468
1	10	62	52	0.8894	-0.9119	0.1287	-0.9619	0.846	-0.8894	0.9119	-0.1287	0.9619	-0.846
1	10	63	53	0.8892	-0.9015	0.1525	-0.9611	0.8446	-0.8892	0.9015	-0.1525	0.9611	-0.8446
1	10	64	54	0.8891	-0.8928	0.1754	-0.9597	0.8378	-0.8891	0.8928	-0.1754	0.9597	-0.8378
1	10	65	55	0.8891	-0.8893	0.1941	-0.9587	0.8354	-0.8891	0.8893	-0.1941	0.9587	-0.8354
1	10	66	56	0.8889	-0.8881	0.1994	-0.9581	0.8318	-0.8889	0.8881	-0.1994	0.9581	-0.8318
1	10	67	57	0.8888	-0.8842	0.1983	-0.9574	0.8254	-0.8888	0.8842	-0.1983	0.9574	-0.8254
1	10	68	58	0.8887	-0.8824	0.202	-0.9566	0.8211	-0.8887	0.8824	-0.202	0.9566	-0.8211
1	10	69	59	0.8886	-0.8812	0.2018	-0.9561	0.8165	-0.8886	0.8812	-0.2018	0.9561	-0.8165
1	10	70	60	0.8884	-0.8802	0.1991	-0.9566	0.8135	-0.8884	0.8802	-0.1991	0.9566	-0.8135
1	10	71	61	0.8883	-0.8721	0.2056	-0.9579	0.8152	-0.8883	0.8721	-0.2056	0.9579	-0.8152
1	10	72	62	0.8881	-0.8621	0.2218	-0.959	0.8133	-0.8881	0.8621	-0.2218	0.959	-0.8133
1	10	73	63	0.888	-0.8522	0.2451	-0.9601	0.8073	-0.888	0.8522	-0.2451	0.9601	-0.8073
1	10	74	64	0.8878	-0.8464	0.2544	-0.9617	0.8007	-0.8878	0.8464	-0.2544	0.9617	-0.8007
1	10	75	65	0.8876	-0.8401	0.2628	-0.9631	0.7963	-0.8876	0.8401	-0.2628	0.9631	-0.7963
1	10	76	66	0.8875	-0.8309	0.2678	-0.9643	0.7953	-0.8875	0.8309	-0.2678	0.9643	-0.7953
1	10	77	67	0.8873	-0.8202	0.2731	-0.9653	0.7957	-0.8873	0.8202	-0.2731	0.9653	-0.7957
1	10	78	68	0.8871	-0.807	0.2864	-0.9644	0.7998	-0.8871	0.807	-0.2864	0.9644	-0.7998
1	10	79	69	0.887	-0.7961	0.3027	-0.9633	0.7999	-0.887	0.7961	-0.3027	0.9633	-0.7999
1	10	80	70	0.8868	-0.7845	0.319	-0.9623	0.7999	-0.8868	0.7845	-0.319	0.9623	-0.7999
1	10	81	71	0.8866	-0.7734	0.3306	-0.9622	0.7974	-0.8866	0.7734	-0.3306	0.9622	-0.7974
1	10	82	72	0.8864	-0.7646	0.3355	-0.9622	0.798	-0.8864	0.7646	-0.3355	0.9622	-0.798
1	10	83	73	0.8862	-0.7585	0.3419	-0.9616	0.7986	-0.8862	0.7585	-0.3419	0.9616	-0.7986
1	10	84	74	0.8861	-0.7503	0.3507	-0.9607	0.7969	-0.8861	0.7503	-0.3507	0.9607	-0.7969
1	10	85	75	0.8859	-0.742	0.3586	-0.9598	0.7968	-0.8859	0.742	-0.3586	0.9598	-0.7968
1	10	86	76	0.8857	-0.7343	0.3662	-0.9589	0.7974	-0.8857	0.7343	-0.3662	0.9589	-0.7974
1	10	87	77	0.8855	-0.724	0.3707	-0.9584	0.7973	-0.8855	0.724	-0.3707	0.9584	-0.7973
1	10	88	78	0.8853	-0.7086	0.3691	-0.9585	0.7936	-0.8853	0.7086	-0.3691	0.9585	-0.7936
1	10	89	79	0.8851	-0.6928	0.3747	-0.958	0.794	-0.8851	0.6928	-0.3747	0.958	-0.794
1	10	90	80	0.8849	-0.6804	0.3848	-0.9578	0.7926	-0.8849	0.6804	-0.3848	0.9578	-0.7926
1	10	91	81	0.8847	-0.6725	0.3843	-0.9575	0.7904	-0.8847	0.6725	-0.3843	0.9575	-0.7904
1	10	92	82	0.8845	-0.6686	0.3813	-0.958	0.7882	-0.8845	0.6686	-0.3813	0.958	-0.7882
1	10	93	83	0.8844	-0.6653	0.3823	-0.9582	0.7851	-0.8844	0.6653	-0.3823	0.9582	-0.7851
1	10	94	84	0.8841	-0.6585	0.3855	-0.9587	0.7864	-0.8841	0.6585	-0.3855	0.9587	-0.7864
1	10	95	85	0.8839	-0.6548	0.3831	-0.9593	0.7867	-0.8839	0.6548	-0.3831	0.9593	-0.7867
1	10	96	86	0.8837	-0.645	0.3772	-0.9589	0.7854	-0.8837	0.645	-0.3772	0.9589	-0.7854
1	10	97	87	0.8835	-0.6353	0.376	-0.9585	0.7842	-0.8835	0.6353	-0.376	0.9585	-0.7842
1	10	98	88	0.8833	-0.628	0.3715	-0.9581	0.7785	-0.8833	0.628	-0.3715	0.9581	-0.7785
1	10	99	89	0.8831	-0.6272	0.3646	-0.9583	0.7735	-0.8831	0.6272	-0.3646	0.9583	-0.7735
1	10	100	90	0.8829	-0.6222	0.3596	-0.9586	0.7728	-0.8829	0.6222	-0.3596	0.9586	-0.7728
1	11	17	6	0.8887	-0.8316	-0.5845	-0.8975	0.9016	-0.8887	0.8316	0.5845	0.8975	-0.9016
1	11	18	7	0.8888	-0.8141	-0.5455	-0.8848	0.9014	-0.8888	0.8141	0.5455	0.8848	-0.9014
1	11	19	8	0.889	-0.8066	-0.5151	-0.8788	0.8791	-0.889	0.8066	0.5151	0.8788	-0.8791
1	11	20	9	0.8891	-0.8015	-0.4871	-0.8754	0.8726	-0.8891	0.8015	0.4871	0.8754	-0.8726
1	11	21	10	0.8892	-0.7985	-0.4592	-0.8756	0.8653	-0.8892	0.7985	0.4592	0.8756	-0.8653
1	11	22	11	0.8893	-0.8061	-0.4698	-0.8791	0.8639	-0.8893	0.8061	0.4698	0.8791	-0.8639
1	11	23	12	0.8894	-0.8191	-0.499	-0.8848	0.8522	-0.8894	0.8191	0.499	0.8848	-0.8522
1	11	24	13	0.8894	-0.8355	-0.5208	-0.8921	0.8388	-0.8894	0.8355	0.5208	0.8921	-0.8388
1	11	25	14	0.8895	-0.8417	-0.5185	-0.8931	0.8391	-0.8895	0.8417	0.5185	0.8931	-0.8391
1	11	26	15	0.8896	-0.8585	-0.5569	-0.8983	0.8433	-0.8896	0.8585	0.5569	0.8983	-0.8433
1	11	27	16	0.8897	-0.8757	-0.5885	-0.9056	0.8419	-0.8897	0.8757	0.5885	0.9056	-0.8419
1	11	28	17	0.8898	-0.8859	-0.5831	-0.9124	0.843	-0.8898	0.8859	0.5831	0.9124	-0.843
1	11	29	18	0.8899	-0.8942	-0.562	-0.9182	0.8444	-0.8899	0.8942	0.562	0.9182	-0.8444
1	11	30	19	0.8899	-0.8978	-0.5277	-0.9218	0.8457	-0.8899	0.8978	0.5277	0.9218	-0.8457
1	11	31	20	0.8899	-0.9005	-0.4959	-0.9247	0.8451	-0.8899	0.9005	0.4959	0.9247	-0.8451
1	11	32	21	0.89	-0.9063	-0.4598	-0.9285	0.8432	-0.89	0.9063	0.4598	0.9285	-0.8432
1	11	33	22	0.89	-0.9111	-0.4269	-0.9338	0.8297	-0.89	0.9111	0.4269	0.9338	-0.8297
1	11	34	23	0.8901	-0.9174	-0.4077	-0.9392	0.8249	-0.8901	0.9174	0.4077	0.9392	-0.8249
1	11	35	24	0.8901	-0.9144	-0.3768	-0.9407	0.8245	-0.8901	0.9144	0.3768	0.9407	-0.8245
1	11	36	25	0.8902	-0.9179	-0.3669	-0.9432	0.8353	-0.8902	0.9179	0.3669	0.9432	-0.8353
1	11	37	26	0.8902	-0.9272	-0.3734	-0.9471	0.8427	-0.8902	0.9272	0.3734	0.9471	-0.8427
1	11	38	27	0.8902	-0.9267	-0.3469	-0.9475	0.8483	-0.8902	0.9267	0.3469	0.9475	-0.8483
1	11	39	28	0.8902	-0.9319	-0.3415	-0.9502	0.8495	-0.8902	0.9319	0.3415	0.9502	-0.8495
1	11	40	29	0.8903	-0.9378	-0.3345	-0.9532	0.8585	-0.8903	0.9378	0.3345	0.9532	-0.8585
1	11	41	30	0.8903	-0.9388	-0.2917	-0.9549	0.8574	-0.8903	0.9388	0.2917	0.9549	-0.8574
1	11	42	31	0.8903	-0.937	-0.2481	-0.9539	0.859	-0.8903	0.937	0.2481	0.9539	-0.859
1	11	43	32	0.8903	-0.9333	-0.2151	-0.9515	0.8573	-0.8903	0.9333	0.2151	0.9515	-0.8573
1	11	44	33	0.8903	-0.9247	-0.163	-0.9481	0.8586	-0.8903	0.9247	0.163	0.9481	-0.8586
1	11	45	34	0.8903	-0.9205	-0.1321	-0.9465	0.852	-0.8903	0.9205	0.1321	0.9465	-0.852
1	11	46	35	0.8903	-0.919	-0.1333	-0.9463	0.8534	-0.8903	0.919	0.1333	0.9463	-0.8534
1	11	47	36	0.8902	-0.9182	-0.138	-0.9469	0.8544	-0.8902	0.9182	0.138	0.9469	-0.8544
1	11	48	37	0.8902	-0.9192	-0.141	-0.949	0.8566	-0.8902	0.9192	0.141	0.949	-0.8566
1	11	49	38	0.8902	-0.921	-0.1363	-0.9508	0.8528	-0.8902	0.921	0.1363	0.9508	-0.8528
1	11	50	39	0.8902	-0.9253	-0.1251	-0.9519	0.8504	-0.8902	0.9253	0.1251	0.9519	-0.8504
1	11	51	40	0.8901	-0.9297	-0.1228	-0.9535	0.8423	-0.8901	0.9297	0.1228	0.9535	-0.8423
1	11	52	41	0.8901	-0.9304	-0.1095	-0.9539	0.8425	-0.8901	0.9304	0.1095	0.9539	-0.8425
1	11	53	42	0.8901	-0.9305	-0.091	-0.9545	0.8434	-0.8901	0.9305	0.091	0.9545	-0.8434
1	11	54	43	0.89	-0.9297	-0.0613	-0.9542	0.8491	-0.89	0.9297	0.0613	0.9542	-0.8491
1	11	55	44	0.8899	-0.9291	-0.0244	-0.9535	0.8485	-0.8899	0.9291	0.0244	0.9535	-0.8485
1	11	56	45	0.8898	-0.9299	0.0189	-0.9534	0.8519	-0.8898	0.9299	-0.0189	0.9534	-0.8519
1	11	57	46	0.8898	-0.9278	0.0564	-0.9527	0.8466	-0.8898	0.9278	-0.0564	0.9527	-0.8466
1	11	58	47	0.8897	-0.9299	0.069	-0.9549	0.8475	-0.8897	0.9299	-0.069	0.9549	-0.8475
1	11	59	48	0.8896	-0.9255	0.0872	-0.9571	0.8479	-0.8896	0.9255	-0.0872	0.9571	-0.8479
1	11	60	49	0.8895	-0.9192	0.1072	-0.9595	0.8471	-0.8895	0.9192	-0.1072	0.9595	-0.8471
1	11	61	50	0.8894	-0.9118	0.1309	-0.96	0.8456	-0.8894	0.9118	-0.1309	0.96	-0.8456
1	11	62	51	0.8893	-0.9013	0.1492	-0.9599	0.8449	-0.8893	0.9013	-0.1492	0.9599	-0.8449
1	11	63	52	0.8892	-0.8901	0.1721	-0.9591	0.8435	-0.8892	0.8901	-0.1721	0.9591	-0.8435
1	11	64	53	0.8891	-0.8808	0.1943	-0.9575	0.8369	-0.8891	0.8808	-0.1943	0.9575	-0.8369
1	11	65	54	0.889	-0.8767	0.2125	-0.9564	0.8344	-0.889	0.8767	-0.2125	0.9564	-0.8344
1	11	66	55	0.8889	-0.8753	0.2173	-0.9558	0.8306	-0.8889	0.8753	-0.2173	0.9558	-0.8306
1	11	67	56	0.8887	-0.8708	0.2155	-0.955	0.8242	-0.8887	0.8708	-0.2155	0.955	-0.8242
1	11	68	57	0.8886	-0.8686	0.2188	-0.9542	0.8199	-0.8886	0.8686	-0.2188	0.9542	-0.8199
1	11	69	58	0.8885	-0.8674	0.2181	-0.9536	0.8152	-0.8885	0.8674	-0.2181	0.9536	-0.8152
1	11	70	59	0.8883	-0.8663	0.2149	-0.9542	0.8123	-0.8883	0.8663	-0.2149	0.9542	-0.8123
1	11	71	60	0.8882	-0.8575	0.2207	-0.9554	0.814	-0.8882	0.8575	-0.2207	0.9554	-0.814
1	11	72	61	0.888	-0.8469	0.2361	-0.9565	0.8122	-0.888	0.8469	-0.2361	0.9565	-0.8122
1	11	73	62	0.8878	-0.8363	0.2588	-0.9576	0.8061	-0.8878	0.8363	-0.2588	0.9576	-0.8061
1	11	74	63	0.8877	-0.8302	0.2676	-0.9592	0.7995	-0.8877	0.8302	-0.2676	0.9592	-0.7995
1	11	75	64	0.8875	-0.8238	0.2756	-0.9606	0.7951	-0.8875	0.8238	-0.2756	0.9606	-0.7951
1	11	76	65	0.8873	-0.8144	0.2802	-0.9619	0.7941	-0.8873	0.8144	-0.2802	0.9619	-0.7941
1	11	77	66	0.8872	-0.8033	0.2851	-0.9629	0.7946	-0.8872	0.8033	-0.2851	0.9629	-0.7946
1	11	78	67	0.887	-0.7896	0.2979	-0.9619	0.7989	-0.887	0.7896	-0.2979	0.9619	-0.7989
1	11	79	68	0.8868	-0.7781	0.3138	-0.9608	0.7991	-0.8868	0.7781	-0.3138	0.9608	-0.7991
1	11	80	69	0.8866	-0.766	0.3297	-0.9597	0.7992	-0.8866	0.766	-0.3297	0.9597	-0.7992
1	11	81	70	0.8865	-0.7543	0.3409	-0.9595	0.7967	-0.8865	0.7543	-0.3409	0.9595	-0.7967
1	11	82	71	0.8863	-0.7452	0.3455	-0.9595	0.7974	-0.8863	0.7452	-0.3455	0.9595	-0.7974
1	11	83	72	0.8861	-0.739	0.3517	-0.9589	0.798	-0.8861	0.739	-0.3517	0.9589	-0.798
1	11	84	73	0.8859	-0.7306	0.3601	-0.958	0.7962	-0.8859	0.7306	-0.3601	0.958	-0.7962
1	11	85	74	0.8857	-0.7221	0.3678	-0.9571	0.7961	-0.8857	0.7221	-0.3678	0.9571	-0.7961
1	11	86	75	0.8855	-0.7141	0.3751	-0.9562	0.7966	-0.8855	0.7141	-0.3751	0.9562	-0.7966
1	11	87	76	0.8854	-0.7035	0.3794	-0.9556	0.7966	-0.8854	0.7035	-0.3794	0.9556	-0.7966
1	11	88	77	0.8852	-0.6878	0.3774	-0.9556	0.7929	-0.8852	0.6878	-0.3774	0.9556	-0.7929
1	11	89	78	0.885	-0.6716	0.3828	-0.9549	0.7932	-0.885	0.6716	-0.3828	0.9549	-0.7932
1	11	90	79	0.8848	-0.6588	0.3926	-0.9547	0.7918	-0.8848	0.6588	-0.3926	0.9547	-0.7918
1	11	91	80	0.8846	-0.6507	0.3918	-0.9543	0.7897	-0.8846	0.6507	-0.3918	0.9543	-0.7897
1	11	92	81	0.8844	-0.647	0.3887	-0.9547	0.7875	-0.8844	0.647	-0.3887	0.9547	-0.7875
1	11	93	82	0.8842	-0.6438	0.3896	-0.9549	0.7845	-0.8842	0.6438	-0.3896	0.9549	-0.7845
1	11	94	83	0.884	-0.6368	0.3926	-0.9555	0.7859	-0.884	0.6368	-0.3926	0.9555	-0.7859
1	11	95	84	0.8837	-0.6333	0.39	-0.9561	0.7862	-0.8837	0.6333	-0.39	0.9561	-0.7862
1	11	96	85	0.8835	-0.6236	0.384	-0.9555	0.7849	-0.8835	0.6236	-0.384	0.9555	-0.7849
1	11	97	86	0.8833	-0.6139	0.3826	-0.9551	0.7836	-0.8833	0.6139	-0.3826	0.9551	-0.7836
1	11	98	87	0.8831	-0.6067	0.378	-0.9545	0.7779	-0.8831	0.6067	-0.378	0.9545	-0.7779
1	11	99	88	0.8829	-0.6062	0.371	-0.9548	0.7728	-0.8829	0.6062	-0.371	0.9548	-0.7728
1	11	100	89	0.8827	-0.6015	0.3659	-0.955	0.7722	-0.8827	0.6015	-0.3659	0.955	-0.7722
1	12	18	6	0.889	-0.8143	-0.5487	-0.8816	0.8997	-0.889	0.8143	0.5487	0.8816	-0.8997
1	12	19	7	0.8891	-0.8039	-0.5111	-0.8741	0.8746	-0.8891	0.8039	0.5111	0.8741	-0.8746
1	12	20	8	0.8893	-0.795	-0.4745	-0.8693	0.8651	-0.8893	0.795	0.4745	0.8693	-0.8651
1	12	21	9	0.8894	-0.7905	-0.4414	-0.8694	0.8545	-0.8894	0.7905	0.4414	0.8694	-0.8545
1	12	22	10	0.8895	-0.7979	-0.452	-0.8731	0.8555	-0.8895	0.7979	0.452	0.8731	-0.8555
1	12	23	11	0.8896	-0.8106	-0.482	-0.879	0.8416	-0.8896	0.8106	0.482	0.879	-0.8416
1	12	24	12	0.8895	-0.8287	-0.5066	-0.8872	0.829	-0.8895	0.8287	0.5066	0.8872	-0.829
1	12	25	13	0.8896	-0.8349	-0.5029	-0.8882	0.8312	-0.8896	0.8349	0.5029	0.8882	-0.8312
1	12	26	14	0.8897	-0.8521	-0.5429	-0.8936	0.8351	-0.8897	0.8521	0.5429	0.8936	-0.8351
1	12	27	15	0.8898	-0.8703	-0.5764	-0.9015	0.8337	-0.8898	0.8703	0.5764	0.9015	-0.8337
1	12	28	16	0.8899	-0.8813	-0.5707	-0.9088	0.8353	-0.8899	0.8813	0.5707	0.9088	-0.8353
1	12	29	17	0.89	-0.8906	-0.5485	-0.9152	0.8373	-0.89	0.8906	0.5485	0.9152	-0.8373
1	12	30	18	0.89	-0.8942	-0.5105	-0.919	0.8392	-0.89	0.8942	0.5105	0.919	-0.8392
1	12	31	19	0.89	-0.8961	-0.4737	-0.9218	0.8386	-0.89	0.8961	0.4737	0.9218	-0.8386
1	12	32	20	0.8901	-0.9016	-0.4331	-0.9257	0.8367	-0.8901	0.9016	0.4331	0.9257	-0.8367
1	12	33	21	0.8901	-0.9085	-0.4012	-0.9318	0.823	-0.8901	0.9085	0.4012	0.9318	-0.823
