pop_code	Day_x	Day_y	window	R_DL	R_GDD	R_PTT	R_PTR	R_PTS	nR_DL	nR_GDD	nR_PTT	nR_PTR	nR_PTS
1	3	46	43	0.8904	-0.9479	-0.5261	-0.9573	0.8161	-0.8904	0.9479	0.5261	0.9573	-0.8161
1	3	47	44	0.8904	-0.9482	-0.5215	-0.9579	0.8178	-0.8904	0.9482	0.5215	0.9579	-0.8178
1	3	48	45	0.8904	-0.9496	-0.5147	-0.9594	0.8201	-0.8904	0.9496	0.5147	0.9594	-0.8201
1	3	49	46	0.8904	-0.951	-0.5056	-0.9606	0.8176	-0.8904	0.951	0.5056	0.9606	-0.8176
1	3	50	47	0.8904	-0.9532	-0.4968	-0.9612	0.8165	-0.8904	0.9532	0.4968	0.9612	-0.8165
1	3	51	48	0.8904	-0.9562	-0.493	-0.9622	0.8104	-0.8904	0.9562	0.493	0.9622	-0.8104
1	3	52	49	0.8904	-0.9559	-0.4788	-0.9622	0.8114	-0.8904	0.9559	0.4788	0.9622	-0.8114
1	3	53	50	0.8904	-0.956	-0.461	-0.9624	0.8134	-0.8904	0.956	0.461	0.9624	-0.8134
1	3	54	51	0.8903	-0.9558	-0.4384	-0.9622	0.821	-0.8903	0.9558	0.4384	0.9622	-0.821
1	3	55	52	0.8903	-0.9567	-0.4135	-0.9619	0.8219	-0.8903	0.9567	0.4135	0.9619	-0.8219
1	3	56	53	0.8902	-0.9581	-0.3825	-0.9619	0.8258	-0.8902	0.9581	0.3825	0.9619	-0.8258
1	3	57	54	0.8902	-0.9578	-0.3518	-0.9615	0.8217	-0.8902	0.9578	0.3518	0.9615	-0.8217
1	3	58	55	0.8902	-0.9601	-0.3349	-0.9632	0.8225	-0.8902	0.9601	0.3349	0.9632	-0.8225
1	3	59	56	0.8901	-0.9597	-0.3074	-0.9652	0.8238	-0.8901	0.9597	0.3074	0.9652	-0.8238
1	3	60	57	0.89	-0.9585	-0.2762	-0.9675	0.8232	-0.89	0.9585	0.2762	0.9675	-0.8232
1	3	61	58	0.8899	-0.9557	-0.2438	-0.968	0.8228	-0.8899	0.9557	0.2438	0.968	-0.8228
1	3	62	59	0.8898	-0.9516	-0.2141	-0.9683	0.8224	-0.8898	0.9516	0.2141	0.9683	-0.8224
1	3	63	60	0.8898	-0.9466	-0.1817	-0.9679	0.8218	-0.8898	0.9466	0.1817	0.9679	-0.8218
1	3	64	61	0.8897	-0.9432	-0.1533	-0.9671	0.8157	-0.8897	0.9432	0.1533	0.9671	-0.8157
1	3	65	62	0.8896	-0.9421	-0.1314	-0.9665	0.814	-0.8896	0.9421	0.1314	0.9665	-0.814
1	3	66	63	0.8895	-0.9422	-0.1224	-0.9662	0.8109	-0.8895	0.9422	0.1224	0.9662	-0.8109
1	3	67	64	0.8894	-0.9406	-0.1168	-0.9658	0.805	-0.8894	0.9406	0.1168	0.9658	-0.805
1	3	68	65	0.8893	-0.9396	-0.1082	-0.9652	0.8017	-0.8893	0.9396	0.1082	0.9652	-0.8017
1	3	69	66	0.8892	-0.9385	-0.103	-0.9646	0.7981	-0.8892	0.9385	0.103	0.9646	-0.7981
1	3	70	67	0.8891	-0.9376	-0.0985	-0.9649	0.7959	-0.8891	0.9376	0.0985	0.9649	-0.7959
1	3	71	68	0.889	-0.9342	-0.0817	-0.9663	0.7984	-0.889	0.9342	0.0817	0.9663	-0.7984
1	3	72	69	0.8888	-0.9302	-0.0561	-0.9678	0.7975	-0.8888	0.9302	0.0561	0.9678	-0.7975
1	3	73	70	0.8887	-0.9262	-0.024	-0.9689	0.792	-0.8887	0.9262	0.024	0.9689	-0.792
1	3	74	71	0.8886	-0.9233	-0.0069	-0.9703	0.7858	-0.8886	0.9233	0.0069	0.9703	-0.7858
1	3	75	72	0.8885	-0.9193	0.009	-0.9713	0.7815	-0.8885	0.9193	-0.009	0.9713	-0.7815
1	3	76	73	0.8883	-0.9138	0.0225	-0.9723	0.7807	-0.8883	0.9138	-0.0225	0.9723	-0.7807
1	3	77	74	0.8882	-0.9079	0.0362	-0.9734	0.7811	-0.8882	0.9079	-0.0362	0.9734	-0.7811
1	3	78	75	0.888	-0.9005	0.0567	-0.973	0.7854	-0.888	0.9005	-0.0567	0.973	-0.7854
1	3	79	76	0.8879	-0.8947	0.079	-0.9723	0.786	-0.8879	0.8947	-0.079	0.9723	-0.786
1	3	80	77	0.8877	-0.8886	0.1014	-0.9717	0.7861	-0.8877	0.8886	-0.1014	0.9717	-0.7861
1	3	81	78	0.8876	-0.8821	0.1194	-0.9717	0.7841	-0.8876	0.8821	-0.1194	0.9717	-0.7841
1	3	82	79	0.8874	-0.876	0.1299	-0.9717	0.7849	-0.8874	0.876	-0.1299	0.9717	-0.7849
1	3	83	80	0.8872	-0.8711	0.1405	-0.971	0.7859	-0.8872	0.8711	-0.1405	0.971	-0.7859
1	3	84	81	0.8871	-0.8654	0.1538	-0.9702	0.7846	-0.8871	0.8654	-0.1538	0.9702	-0.7846
1	3	85	82	0.8869	-0.8598	0.1662	-0.9694	0.7847	-0.8869	0.8598	-0.1662	0.9694	-0.7847
1	3	86	83	0.8868	-0.8548	0.178	-0.9687	0.7854	-0.8868	0.8548	-0.178	0.9687	-0.7854
1	3	87	84	0.8866	-0.8482	0.1872	-0.9685	0.7852	-0.8866	0.8482	-0.1872	0.9685	-0.7852
1	3	88	85	0.8864	-0.8381	0.1913	-0.9693	0.7818	-0.8864	0.8381	-0.1913	0.9693	-0.7818
1	3	89	86	0.8862	-0.8285	0.2022	-0.9695	0.7822	-0.8862	0.8285	-0.2022	0.9695	-0.7822
1	3	90	87	0.8861	-0.8213	0.2167	-0.9696	0.7812	-0.8861	0.8213	-0.2167	0.9696	-0.7812
1	3	91	88	0.8859	-0.8155	0.2197	-0.9697	0.7794	-0.8859	0.8155	-0.2197	0.9697	-0.7794
1	3	92	89	0.8857	-0.8119	0.2196	-0.9703	0.7772	-0.8857	0.8119	-0.2196	0.9703	-0.7772
1	3	93	90	0.8856	-0.8096	0.2232	-0.9706	0.7744	-0.8856	0.8096	-0.2232	0.9706	-0.7744
1	3	94	91	0.8854	-0.8047	0.2295	-0.9711	0.7756	-0.8854	0.8047	-0.2295	0.9711	-0.7756
1	3	95	92	0.8852	-0.8008	0.2295	-0.9716	0.7761	-0.8852	0.8008	-0.2295	0.9716	-0.7761
1	3	96	93	0.885	-0.7918	0.2268	-0.9715	0.775	-0.885	0.7918	-0.2268	0.9715	-0.775
1	3	97	94	0.8848	-0.7836	0.2286	-0.9713	0.774	-0.8848	0.7836	-0.2286	0.9713	-0.774
1	3	98	95	0.8846	-0.7767	0.2267	-0.9712	0.7684	-0.8846	0.7767	-0.2267	0.9712	-0.7684
1	3	99	96	0.8845	-0.7741	0.2215	-0.9714	0.7636	-0.8845	0.7741	-0.2215	0.9714	-0.7636
1	3	100	97	0.8843	-0.769	0.2189	-0.9719	0.7633	-0.8843	0.769	-0.2189	0.9719	-0.7633
1	4	10	6	0.8861	-0.8928	-0.7883	-0.9291	0.3796	-0.8861	0.8928	0.7883	0.9291	-0.3796
1	4	11	7	0.8863	-0.8877	-0.7699	-0.9279	0.4737	-0.8863	0.8877	0.7699	0.9279	-0.4737
1	4	12	8	0.8867	-0.8887	-0.7617	-0.9308	0.4943	-0.8867	0.8887	0.7617	0.9308	-0.4943
1	4	13	9	0.8868	-0.887	-0.7513	-0.9312	0.5232	-0.8868	0.887	0.7513	0.9312	-0.5232
1	4	14	10	0.8871	-0.8861	-0.7506	-0.9298	0.5801	-0.8871	0.8861	0.7506	0.9298	-0.5801
1	4	15	11	0.8873	-0.8872	-0.7541	-0.9285	0.6353	-0.8873	0.8872	0.7541	0.9285	-0.6353
1	4	16	12	0.8875	-0.8822	-0.7412	-0.9245	0.699	-0.8875	0.8822	0.7412	0.9245	-0.699
1	4	17	13	0.8876	-0.8762	-0.7237	-0.9199	0.719	-0.8876	0.8762	0.7237	0.9199	-0.719
1	4	18	14	0.8878	-0.8707	-0.7107	-0.9149	0.734	-0.8878	0.8707	0.7107	0.9149	-0.734
1	4	19	15	0.888	-0.8687	-0.7011	-0.9122	0.7439	-0.888	0.8687	0.7011	0.9122	-0.7439
1	4	20	16	0.8882	-0.868	-0.6925	-0.9109	0.7478	-0.8882	0.868	0.6925	0.9109	-0.7478
1	4	21	17	0.8884	-0.8656	-0.6775	-0.9101	0.7547	-0.8884	0.8656	0.6775	0.9101	-0.7547
1	4	22	18	0.8885	-0.8698	-0.6805	-0.9119	0.7686	-0.8885	0.8698	0.6805	0.9119	-0.7686
1	4	23	19	0.8887	-0.8765	-0.6913	-0.9149	0.764	-0.8887	0.8765	0.6913	0.9149	-0.764
1	4	24	20	0.8887	-0.8815	-0.6952	-0.9172	0.7501	-0.8887	0.8815	0.6952	0.9172	-0.7501
1	4	25	21	0.8889	-0.8834	-0.6927	-0.917	0.7564	-0.8889	0.8834	0.6927	0.917	-0.7564
1	4	26	22	0.889	-0.8912	-0.7081	-0.9194	0.7666	-0.889	0.8912	0.7081	0.9194	-0.7666
1	4	27	23	0.8891	-0.8999	-0.7208	-0.9234	0.7702	-0.8891	0.8999	0.7208	0.9234	-0.7702
1	4	28	24	0.8893	-0.9048	-0.7167	-0.9273	0.7754	-0.8893	0.9048	0.7167	0.9273	-0.7754
1	4	29	25	0.8894	-0.9085	-0.7058	-0.9306	0.7805	-0.8894	0.9085	0.7058	0.9306	-0.7805
1	4	30	26	0.8895	-0.911	-0.6916	-0.933	0.7858	-0.8895	0.911	0.6916	0.933	-0.7858
1	4	31	27	0.8895	-0.9137	-0.6793	-0.9354	0.7889	-0.8895	0.9137	0.6793	0.9354	-0.7889
1	4	32	28	0.8896	-0.917	-0.6646	-0.938	0.7899	-0.8896	0.917	0.6646	0.938	-0.7899
1	4	33	29	0.8897	-0.9176	-0.6431	-0.9406	0.7785	-0.8897	0.9176	0.6431	0.9406	-0.7785
1	4	34	30	0.8898	-0.9199	-0.6288	-0.9437	0.7723	-0.8898	0.9199	0.6288	0.9437	-0.7723
1	4	35	31	0.8898	-0.9176	-0.6071	-0.9444	0.7721	-0.8898	0.9176	0.6071	0.9444	-0.7721
1	4	36	32	0.8899	-0.9201	-0.5997	-0.9462	0.7851	-0.8899	0.9201	0.5997	0.9462	-0.7851
1	4	37	33	0.89	-0.9271	-0.6043	-0.9495	0.7955	-0.89	0.9271	0.6043	0.9495	-0.7955
1	4	38	34	0.89	-0.9281	-0.5906	-0.9502	0.8038	-0.89	0.9281	0.5906	0.9502	-0.8038
1	4	39	35	0.8901	-0.9336	-0.5895	-0.9528	0.808	-0.8901	0.9336	0.5895	0.9528	-0.808
1	4	40	36	0.8901	-0.9401	-0.5897	-0.956	0.82	-0.8901	0.9401	0.5897	0.956	-0.82
1	4	41	37	0.8902	-0.9429	-0.5694	-0.958	0.8198	-0.8902	0.9429	0.5694	0.958	-0.8198
1	4	42	38	0.8903	-0.9437	-0.5486	-0.958	0.824	-0.8903	0.9437	0.5486	0.958	-0.824
1	4	43	39	0.8903	-0.9422	-0.5297	-0.9566	0.8239	-0.8903	0.9422	0.5297	0.9566	-0.8239
1	4	44	40	0.8903	-0.9384	-0.4982	-0.9545	0.827	-0.8903	0.9384	0.4982	0.9545	-0.827
1	4	45	41	0.8903	-0.9376	-0.4784	-0.9538	0.8207	-0.8903	0.9376	0.4784	0.9538	-0.8207
1	4	46	42	0.8903	-0.938	-0.474	-0.9539	0.8219	-0.8903	0.938	0.474	0.9539	-0.8219
1	4	47	43	0.8903	-0.9385	-0.4702	-0.9545	0.8233	-0.8903	0.9385	0.4702	0.9545	-0.8233
1	4	48	44	0.8903	-0.9403	-0.4649	-0.9563	0.8256	-0.8903	0.9403	0.4649	0.9563	-0.8256
1	4	49	45	0.8904	-0.9421	-0.4568	-0.9576	0.823	-0.8904	0.9421	0.4568	0.9576	-0.823
1	4	50	46	0.8903	-0.9449	-0.4481	-0.9584	0.822	-0.8903	0.9449	0.4481	0.9584	-0.822
1	4	51	47	0.8903	-0.9485	-0.4449	-0.9596	0.8158	-0.8903	0.9485	0.4449	0.9596	-0.8158
1	4	52	48	0.8903	-0.9485	-0.4308	-0.9597	0.8167	-0.8903	0.9485	0.4308	0.9597	-0.8167
1	4	53	49	0.8903	-0.9486	-0.413	-0.96	0.8186	-0.8903	0.9486	0.413	0.96	-0.8186
1	4	54	50	0.8903	-0.9485	-0.3895	-0.9598	0.8262	-0.8903	0.9485	0.3895	0.9598	-0.8262
1	4	55	51	0.8902	-0.9492	-0.3629	-0.9595	0.8269	-0.8902	0.9492	0.3629	0.9595	-0.8269
1	4	56	52	0.8902	-0.9505	-0.33	-0.9595	0.8306	-0.8902	0.9505	0.33	0.9595	-0.8306
1	4	57	53	0.8901	-0.95	-0.298	-0.959	0.8263	-0.8901	0.95	0.298	0.959	-0.8263
1	4	58	54	0.8901	-0.9526	-0.2815	-0.9609	0.8271	-0.8901	0.9526	0.2815	0.9609	-0.8271
1	4	59	55	0.89	-0.9521	-0.2548	-0.963	0.8282	-0.89	0.9521	0.2548	0.963	-0.8282
1	4	60	56	0.8899	-0.9508	-0.2247	-0.9654	0.8275	-0.8899	0.9508	0.2247	0.9654	-0.8275
1	4	61	57	0.8899	-0.9478	-0.193	-0.966	0.827	-0.8899	0.9478	0.193	0.966	-0.827
1	4	62	58	0.8898	-0.9434	-0.1644	-0.9663	0.8266	-0.8898	0.9434	0.1644	0.9663	-0.8266
1	4	63	59	0.8897	-0.9379	-0.1328	-0.9658	0.8258	-0.8897	0.9379	0.1328	0.9658	-0.8258
1	4	64	60	0.8896	-0.9341	-0.1048	-0.965	0.8195	-0.8896	0.9341	0.1048	0.965	-0.8195
1	4	65	61	0.8895	-0.9328	-0.083	-0.9644	0.8177	-0.8895	0.9328	0.083	0.9644	-0.8177
1	4	66	62	0.8894	-0.9329	-0.0744	-0.964	0.8146	-0.8894	0.9329	0.0744	0.964	-0.8146
1	4	67	63	0.8893	-0.9314	-0.0697	-0.9637	0.8087	-0.8893	0.9314	0.0697	0.9637	-0.8087
1	4	68	64	0.8892	-0.9306	-0.0617	-0.9632	0.8052	-0.8892	0.9306	0.0617	0.9632	-0.8052
1	4	69	65	0.8891	-0.9296	-0.0572	-0.9626	0.8015	-0.8891	0.9296	0.0572	0.9626	-0.8015
1	4	70	66	0.889	-0.9289	-0.0537	-0.963	0.7992	-0.889	0.9289	0.0537	0.963	-0.7992
1	4	71	67	0.8889	-0.9252	-0.0381	-0.9644	0.8017	-0.8889	0.9252	0.0381	0.9644	-0.8017
1	4	72	68	0.8887	-0.9208	-0.0137	-0.9659	0.8006	-0.8887	0.9208	0.0137	0.9659	-0.8006
1	4	73	69	0.8886	-0.9162	0.0174	-0.967	0.795	-0.8886	0.9162	-0.0174	0.967	-0.795
1	4	74	70	0.8885	-0.9132	0.0335	-0.9685	0.7887	-0.8885	0.9132	-0.0335	0.9685	-0.7887
1	4	75	71	0.8883	-0.9088	0.0483	-0.9695	0.7844	-0.8883	0.9088	-0.0483	0.9695	-0.7844
1	4	76	72	0.8882	-0.9029	0.0605	-0.9706	0.7835	-0.8882	0.9029	-0.0605	0.9706	-0.7835
1	4	77	73	0.888	-0.8965	0.073	-0.9717	0.7839	-0.888	0.8965	-0.073	0.9717	-0.7839
1	4	78	74	0.8879	-0.8886	0.0926	-0.9712	0.7882	-0.8879	0.8886	-0.0926	0.9712	-0.7882
1	4	79	75	0.8877	-0.8823	0.1141	-0.9705	0.7887	-0.8877	0.8823	-0.1141	0.9705	-0.7887
1	4	80	76	0.8876	-0.8757	0.1357	-0.9699	0.7887	-0.8876	0.8757	-0.1357	0.9699	-0.7887
1	4	81	77	0.8874	-0.8687	0.1528	-0.9698	0.7866	-0.8874	0.8687	-0.1528	0.9698	-0.7866
1	4	82	78	0.8873	-0.8623	0.1624	-0.9698	0.7874	-0.8873	0.8623	-0.1624	0.9698	-0.7874
1	4	83	79	0.8871	-0.857	0.1724	-0.9691	0.7883	-0.8871	0.857	-0.1724	0.9691	-0.7883
1	4	84	80	0.8869	-0.8508	0.185	-0.9683	0.7869	-0.8869	0.8508	-0.185	0.9683	-0.7869
1	4	85	81	0.8868	-0.8448	0.1966	-0.9674	0.787	-0.8868	0.8448	-0.1966	0.9674	-0.787
1	4	86	82	0.8866	-0.8395	0.2078	-0.9667	0.7877	-0.8866	0.8395	-0.2078	0.9667	-0.7877
1	4	87	83	0.8864	-0.8324	0.2164	-0.9665	0.7875	-0.8864	0.8324	-0.2164	0.9665	-0.7875
1	4	88	84	0.8863	-0.8219	0.2196	-0.9672	0.7841	-0.8863	0.8219	-0.2196	0.9672	-0.7841
1	4	89	85	0.8861	-0.8117	0.2298	-0.9674	0.7845	-0.8861	0.8117	-0.2298	0.9674	-0.7845
1	4	90	86	0.8859	-0.8039	0.2437	-0.9675	0.7834	-0.8859	0.8039	-0.2437	0.9675	-0.7834
1	4	91	87	0.8857	-0.7981	0.2462	-0.9677	0.7815	-0.8857	0.7981	-0.2462	0.9677	-0.7815
1	4	92	88	0.8856	-0.7946	0.2456	-0.9683	0.7794	-0.8856	0.7946	-0.2456	0.9683	-0.7794
1	4	93	89	0.8854	-0.7922	0.2489	-0.9686	0.7765	-0.8854	0.7922	-0.2489	0.9686	-0.7765
1	4	94	90	0.8852	-0.7871	0.2548	-0.9691	0.7777	-0.8852	0.7871	-0.2548	0.9691	-0.7777
1	4	95	91	0.885	-0.7834	0.2544	-0.9697	0.7782	-0.885	0.7834	-0.2544	0.9697	-0.7782
1	4	96	92	0.8848	-0.7744	0.2512	-0.9695	0.7771	-0.8848	0.7744	-0.2512	0.9695	-0.7771
1	4	97	93	0.8846	-0.766	0.2525	-0.9694	0.776	-0.8846	0.766	-0.2525	0.9694	-0.776
1	4	98	94	0.8845	-0.7592	0.2503	-0.9693	0.7704	-0.8845	0.7592	-0.2503	0.9693	-0.7704
1	4	99	95	0.8843	-0.757	0.2449	-0.9696	0.7657	-0.8843	0.757	-0.2449	0.9696	-0.7657
1	4	100	96	0.8841	-0.752	0.2418	-0.9702	0.7654	-0.8841	0.752	-0.2418	0.9702	-0.7654
1	5	11	6	0.8864	-0.8595	-0.7188	-0.9124	0.5692	-0.8864	0.8595	0.7188	0.9124	-0.5692
1	5	12	7	0.8868	-0.863	-0.7133	-0.9172	0.5831	-0.8868	0.863	0.7133	0.9172	-0.5831
1	5	13	8	0.8869	-0.8629	-0.7047	-0.9187	0.6047	-0.8869	0.8629	0.7047	0.9187	-0.6047
1	5	14	9	0.8873	-0.8645	-0.7091	-0.9186	0.6571	-0.8873	0.8645	0.7091	0.9186	-0.6571
1	5	15	10	0.8874	-0.8676	-0.716	-0.9181	0.7078	-0.8874	0.8676	0.716	0.9181	-0.7078
1	5	16	11	0.8876	-0.8622	-0.7017	-0.914	0.7632	-0.8876	0.8622	0.7017	0.914	-0.7632
1	5	17	12	0.8877	-0.8549	-0.6806	-0.9089	0.7772	-0.8877	0.8549	0.6806	0.9089	-0.7772
1	5	18	13	0.8879	-0.8483	-0.6644	-0.9033	0.7894	-0.8879	0.8483	0.6644	0.9033	-0.7894
1	5	19	14	0.8881	-0.8459	-0.6525	-0.9006	0.7925	-0.8881	0.8459	0.6525	0.9006	-0.7925
1	5	20	15	0.8883	-0.8453	-0.6421	-0.8995	0.7921	-0.8883	0.8453	0.6421	0.8995	-0.7921
1	5	21	16	0.8884	-0.8432	-0.6262	-0.8991	0.797	-0.8884	0.8432	0.6262	0.8991	-0.797
1	5	22	17	0.8886	-0.8482	-0.6301	-0.9014	0.807	-0.8886	0.8482	0.6301	0.9014	-0.807
1	5	23	18	0.8887	-0.8565	-0.6435	-0.9051	0.8009	-0.8887	0.8565	0.6435	0.9051	-0.8009
1	5	24	19	0.8888	-0.8634	-0.65	-0.9085	0.7854	-0.8888	0.8634	0.65	0.9085	-0.7854
1	5	25	20	0.8889	-0.8665	-0.6481	-0.9088	0.7881	-0.8889	0.8665	0.6481	0.9088	-0.7881
1	5	26	21	0.889	-0.8765	-0.6669	-0.9122	0.7966	-0.889	0.8765	0.6669	0.9122	-0.7966
1	5	27	22	0.8892	-0.887	-0.6822	-0.917	0.7987	-0.8892	0.887	0.6822	0.917	-0.7987
1	5	28	23	0.8893	-0.8929	-0.6785	-0.9215	0.8025	-0.8893	0.8929	0.6785	0.9215	-0.8025
1	5	29	24	0.8894	-0.8974	-0.6667	-0.9253	0.806	-0.8894	0.8974	0.6667	0.9253	-0.806
1	5	30	25	0.8895	-0.9001	-0.6507	-0.928	0.8096	-0.8895	0.9001	0.6507	0.928	-0.8096
1	5	31	26	0.8896	-0.9034	-0.6374	-0.9307	0.8116	-0.8896	0.9034	0.6374	0.9307	-0.8116
1	5	32	27	0.8897	-0.9075	-0.6214	-0.9337	0.8118	-0.8897	0.9075	0.6214	0.9337	-0.8118
1	5	33	28	0.8897	-0.9081	-0.5986	-0.9366	0.8	-0.8897	0.9081	0.5986	0.9366	-0.8
1	5	34	29	0.8898	-0.9109	-0.5839	-0.9399	0.7937	-0.8898	0.9109	0.5839	0.9399	-0.7937
1	5	35	30	0.8899	-0.9082	-0.5608	-0.9407	0.7928	-0.8899	0.9082	0.5608	0.9407	-0.7928
1	5	36	31	0.89	-0.9107	-0.5528	-0.9426	0.8046	-0.89	0.9107	0.5528	0.9426	-0.8046
1	5	37	32	0.89	-0.9185	-0.5581	-0.9461	0.8142	-0.89	0.9185	0.5581	0.9461	-0.8142
1	5	38	33	0.89	-0.9196	-0.5432	-0.9469	0.8216	-0.89	0.9196	0.5432	0.9469	-0.8216
1	5	39	34	0.8901	-0.9257	-0.5424	-0.9498	0.825	-0.8901	0.9257	0.5424	0.9498	-0.825
1	5	40	35	0.8901	-0.9331	-0.5427	-0.9532	0.8363	-0.8901	0.9331	0.5427	0.9532	-0.8363
1	5	41	36	0.8902	-0.9361	-0.5203	-0.9555	0.8356	-0.8902	0.9361	0.5203	0.9555	-0.8356
1	5	42	37	0.8903	-0.9365	-0.4962	-0.9553	0.8389	-0.8903	0.9365	0.4962	0.9553	-0.8389
1	5	43	38	0.8903	-0.9344	-0.4746	-0.9537	0.8381	-0.8903	0.9344	0.4746	0.9537	-0.8381
1	5	44	39	0.8903	-0.9295	-0.4394	-0.9513	0.8406	-0.8903	0.9295	0.4394	0.9513	-0.8406
1	5	45	40	0.8903	-0.9284	-0.4179	-0.9505	0.8341	-0.8903	0.9284	0.4179	0.9505	-0.8341
1	5	46	41	0.8903	-0.9289	-0.4142	-0.9508	0.835	-0.8903	0.9289	0.4142	0.9508	-0.835
1	5	47	42	0.8903	-0.9297	-0.4117	-0.9515	0.8361	-0.8903	0.9297	0.4117	0.9515	-0.8361
1	5	48	43	0.8903	-0.9319	-0.4078	-0.9534	0.8384	-0.8903	0.9319	0.4078	0.9534	-0.8384
1	5	49	44	0.8903	-0.9343	-0.4006	-0.955	0.8355	-0.8903	0.9343	0.4006	0.955	-0.8355
1	5	50	45	0.8903	-0.9377	-0.3919	-0.9559	0.8341	-0.8903	0.9377	0.3919	0.9559	-0.8341
1	5	51	46	0.8903	-0.9419	-0.3892	-0.9573	0.8277	-0.8903	0.9419	0.3892	0.9573	-0.8277
1	5	52	47	0.8903	-0.9422	-0.3754	-0.9575	0.8283	-0.8903	0.9422	0.3754	0.9575	-0.8283
1	5	53	48	0.8903	-0.9426	-0.3575	-0.9579	0.8298	-0.8903	0.9426	0.3575	0.9579	-0.8298
1	5	54	49	0.8902	-0.9426	-0.3329	-0.9578	0.8369	-0.8902	0.9426	0.3329	0.9578	-0.8369
1	5	55	50	0.8902	-0.9431	-0.3042	-0.9574	0.8373	-0.8902	0.9431	0.3042	0.9574	-0.8373
1	5	56	51	0.8901	-0.9444	-0.2692	-0.9575	0.8407	-0.8901	0.9444	0.2692	0.9575	-0.8407
1	5	57	52	0.8901	-0.9434	-0.2355	-0.9569	0.8361	-0.8901	0.9434	0.2355	0.9569	-0.8361
1	5	58	53	0.89	-0.9464	-0.2195	-0.959	0.8368	-0.89	0.9464	0.2195	0.959	-0.8368
1	5	59	54	0.8899	-0.9456	-0.1935	-0.9611	0.8376	-0.8899	0.9456	0.1935	0.9611	-0.8376
1	5	60	55	0.8899	-0.944	-0.1646	-0.9635	0.8369	-0.8899	0.944	0.1646	0.9635	-0.8369
1	5	61	56	0.8898	-0.9406	-0.1337	-0.9642	0.8361	-0.8898	0.9406	0.1337	0.9642	-0.8361
1	5	62	57	0.8897	-0.9359	-0.1065	-0.9645	0.8355	-0.8897	0.9359	0.1065	0.9645	-0.8355
1	5	63	58	0.8896	-0.9299	-0.0759	-0.9641	0.8346	-0.8896	0.9299	0.0759	0.9641	-0.8346
1	5	64	59	0.8895	-0.9255	-0.0484	-0.9632	0.8282	-0.8895	0.9255	0.0484	0.9632	-0.8282
1	5	65	60	0.8894	-0.9242	-0.0269	-0.9625	0.8263	-0.8894	0.9242	0.0269	0.9625	-0.8263
1	5	66	61	0.8893	-0.924	-0.0187	-0.9621	0.8231	-0.8893	0.924	0.0187	0.9621	-0.8231
1	5	67	62	0.8892	-0.9222	-0.0149	-0.9618	0.8171	-0.8892	0.9222	0.0149	0.9618	-0.8171
1	5	68	63	0.8891	-0.9213	-0.0076	-0.9612	0.8134	-0.8891	0.9213	0.0076	0.9612	-0.8134
1	5	69	64	0.889	-0.9203	-0.004	-0.9607	0.8094	-0.889	0.9203	0.004	0.9607	-0.8094
1	5	70	65	0.8889	-0.9197	-0.0017	-0.9611	0.807	-0.8889	0.9197	0.0017	0.9611	-0.807
1	5	71	66	0.8888	-0.9156	0.0123	-0.9625	0.8093	-0.8888	0.9156	-0.0123	0.9625	-0.8093
1	5	72	67	0.8886	-0.9104	0.0354	-0.964	0.808	-0.8886	0.9104	-0.0354	0.964	-0.808
1	5	73	68	0.8885	-0.9052	0.0652	-0.9652	0.8023	-0.8885	0.9052	-0.0652	0.9652	-0.8023
1	5	74	69	0.8883	-0.902	0.08	-0.9667	0.796	-0.8883	0.902	-0.08	0.9667	-0.796
1	5	75	70	0.8882	-0.8975	0.0936	-0.9678	0.7916	-0.8882	0.8975	-0.0936	0.9678	-0.7916
1	5	76	71	0.8881	-0.8911	0.1043	-0.9689	0.7907	-0.8881	0.8911	-0.1043	0.9689	-0.7907
1	5	77	72	0.8879	-0.8842	0.1154	-0.97	0.791	-0.8879	0.8842	-0.1154	0.97	-0.791
1	5	78	73	0.8877	-0.8756	0.1339	-0.9695	0.7952	-0.8877	0.8756	-0.1339	0.9695	-0.7952
1	5	79	74	0.8876	-0.8686	0.1544	-0.9688	0.7956	-0.8876	0.8686	-0.1544	0.9688	-0.7956
1	5	80	75	0.8874	-0.8613	0.1751	-0.9681	0.7955	-0.8874	0.8613	-0.1751	0.9681	-0.7955
1	5	81	76	0.8873	-0.8537	0.1911	-0.9681	0.7933	-0.8873	0.8537	-0.1911	0.9681	-0.7933
1	5	82	77	0.8871	-0.847	0.1998	-0.9681	0.7939	-0.8871	0.847	-0.1998	0.9681	-0.7939
1	5	83	78	0.8869	-0.8414	0.2089	-0.9673	0.7946	-0.8869	0.8414	-0.2089	0.9673	-0.7946
1	5	84	79	0.8868	-0.8348	0.2207	-0.9665	0.7931	-0.8868	0.8348	-0.2207	0.9665	-0.7931
1	5	85	80	0.8866	-0.8283	0.2316	-0.9656	0.7932	-0.8866	0.8283	-0.2316	0.9656	-0.7932
1	5	86	81	0.8865	-0.8226	0.2421	-0.9649	0.7938	-0.8865	0.8226	-0.2421	0.9649	-0.7938
1	5	87	82	0.8863	-0.8151	0.2498	-0.9646	0.7936	-0.8863	0.8151	-0.2498	0.9646	-0.7936
1	5	88	83	0.8861	-0.8039	0.2521	-0.9653	0.7901	-0.8861	0.8039	-0.2521	0.9653	-0.7901
