env_code	pop_code	ril_code	Prd_trait_mean	Prd_trait_kPara	Obs_trait	Line_mean
07NC07	1	CM105	57.734	59.969	60	55
10IL07	1	CM105	59.917	59.033	58	55.2857142857143
11FL07	1	CM105	51.214	50.963	53	56
01NC06	1	CM174	61.503	60.97	60	57
02MO06	1	CM174	55.608	58.907	59	57.125
04IL06	1	CM174	66.271	63.585	67	56.125
05FL06	1	CM174	50.066	50.57	47	58.625
06PR06	1	CM174	44.903	41.67	45	58.875
07NC07	1	CM174	58.741	61.655	59	57.125
09NY07	1	CM174	67.235	65.913	67	56.125
10IL07	1	CM174	60.642	60.122	59	57.125
11FL07	1	CM174	51.333	50.854	53	57.875
01NC06	1	CM37	56.16	55.514	56	54.1666666666667
02MO06	1	CM37	52.364	55.18	48	55.5
04IL06	1	CM37	58.737	56.293	65	52.6666666666667
06PR06	1	CM37	33.189	20.826	45	56
07NC07	1	CM37	54.311	56.628	52	54.8333333333333
09NY07	1	CM37	61.26	59.062	61	53.3333333333333
10IL07	1	CM37	55.638	55.106	54	54.5
01NC06	1	CM7	63.046	62.108	58	58.4285714285714
02MO06	1	CM7	55.729	59.658	57	58.5714285714286
04IL06	1	CM7	64.25	61.736	79	55.4285714285714
05FL06	1	CM7	49.031	50.36	45	60.2857142857143
06PR06	1	CM7	39.766	35.41	45	60.2857142857143
07NC07	1	CM7	59.433	62.723	58	58.4285714285714
09NY07	1	CM7	72.889	69.973	62	57.8571428571429
10IL07	1	CM7	60.971	60.159	63	57.7142857142857
01NC06	1	CML10	92.152	88.66	93	78.1666666666667
02MO06	1	CML10	82.759	87.501	83	79.8333333333333
05FL06	1	CML10	70.774	71.965	70	82
06PR06	1	CML10	59.707	55.246	65	82.8333333333333
07NC07	1	CML10	85.858	88.775	95	77.8333333333333
10IL07	1	CML10	92.865	89.07	86	79.3333333333333
11FL07	1	CML10	75.915	75.006	70	82
01NC06	1	CML103	80.272	79.484	77.2727272727273	73.9005997474747
02MO06	1	CML103	72.022	76.654	75.2727272727273	74.1505997474747
04IL06	1	CML103	87.033	83.128	87.4545454545455	72.6278724747475
05FL06	1	CML103	63.649	64.46	60.9090909090909	75.9460542929293
06PR06	1	CML103	56.21	51.631	57.625	76.3565656565657
07NC07	1	CML103	76.243	80.307	76.7272727272727	73.9687815656566
09NY07	1	CML103	88.209	86.256	87.8888888888889	72.5735795454545
10IL07	1	CML103	78.48	77.746	79.6	73.6096906565657
11FL07	1	CML103	66.373	65.795	65.7272727272727	75.3437815656566
01NC06	1	CML108	82.833	82.318	83	76.625
02MO06	1	CML108	74.358	79.053	84	76.5
04IL06	1	CML108	90.595	87.06	89	75.875
05FL06	1	CML108	67.135	67.321	63	79.125
06PR06	1	CML108	61.63	56.297	58	79.75
07NC07	1	CML108	79.258	83.558	80	77
09NY07	1	CML108	93.942	92.315	85	76.375
10IL07	1	CML108	80.844	80.326	87	76.125
11FL07	1	CML108	69.894	68.903	67	78.625
01NC06	1	CML11	87.65	86.596	86	80.2857142857143
02MO06	1	CML11	79.257	84.017	82	80.8571428571429
04IL06	1	CML11	95.024	90.39	95	79
05FL06	1	CML11	70.013	71.04	69	82.7142857142857
06PR06	1	CML11	61.245	56.394	66	83.1428571428571
07NC07	1	CML11	83.938	88.144	82	80.8571428571429
09NY07	1	CML11	94.901	92.494	98	78.5714285714286
11FL07	1	CML11	73.934	73.456	70	82.5714285714286
01NC06	1	CML14	101.035	92.876	98	76.8
02MO06	1	CML14	84.848	89.916	92	78
05FL06	1	CML14	69.809	71.372	68	82.8
06PR06	1	CML14	56.174	52.267	60	84.4
07NC07	1	CML14	93.358	96.919	93	77.8
11FL07	1	CML14	76.219	74.626	71	82.2
01NC06	1	CML154Q	80.475	79.562	77	74.5
02MO06	1	CML154Q	73.285	77.545	71	75.25
04IL06	1	CML154Q	86.31	82.408	88	73.125
05FL06	1	CML154Q	63.61	64.871	66	75.875
06PR06	1	CML154Q	58.894	56.323	58	76.875
07NC07	1	CML154Q	76.886	80.566	75	74.75
09NY07	1	CML154Q	87.548	85.234	88	73.125
10IL07	1	CML154Q	78.362	77.564	82	73.875
11FL07	1	CML154Q	67.132	66.89	68	75.625
01NC06	1	CML157Q	82.845	81.816	82	75.625
02MO06	1	CML157Q	74.067	79.33	75	76.5
04IL06	1	CML157Q	90.769	86.035	92	74.375
05FL06	1	CML157Q	63.448	64.779	63	78
06PR06	1	CML157Q	55.748	51.628	57	78.75
07NC07	1	CML157Q	79.006	83.633	76	76.375
09NY07	1	CML157Q	92.798	90.04	91	74.5
10IL07	1	CML157Q	80.775	79.843	85	75.25
11FL07	1	CML157Q	67.371	66.982	66	77.625
01NC06	1	CML158Q	84.803	83.988	84	78.5
02MO06	1	CML158Q	76.867	81.492	80	79
04IL06	1	CML158Q	90.79	87.138	95	77.125
05FL06	1	CML158Q	67.017	68.029	70	80.25
06PR06	1	CML158Q	60.536	56.057	63	81.125
07NC07	1	CML158Q	81.158	85.205	81	78.875
09NY07	1	CML158Q	92.019	90.092	95	77.125
10IL07	1	CML158Q	84.61	83.783	76	79.5
11FL07	1	CML158Q	71.754	71.295	68	80.5
01NC06	1	CML218	84.677	83.702	83	76.875
02MO06	1	CML218	75.131	80.858	76	77.75
04IL06	1	CML218	92.857	88.144	95	75.375
05FL06	1	CML218	64.087	65.153	62	79.5
06PR06	1	CML218	55.186	49.637	57	80.125
07NC07	1	CML218	79.674	84.585	83	76.875
09NY07	1	CML218	96.392	93.675	91	75.875
10IL07	1	CML218	82.473	81.566	86	76.5
11FL07	1	CML218	68.224	67.573	65	79.125
01NC06	1	CML220	74.26	72.609	75	66
02MO06	1	CML220	66.401	70.51	70	66.7142857142857
05FL06	1	CML220	59.763	60.57	50	69.5714285714286
06PR06	1	CML220	46.667	41.785	56	68.7142857142857
07NC07	1	CML220	70.616	73.969	72	66.4285714285714
09NY07	1	CML220	84.297	79.871	81	65.1428571428571
10IL07	1	CML220	72.793	71.291	75	66
11FL07	1	CML220	61.2	60.639	58	68.4285714285714
01NC06	1	CML228	89.715	88.791	87	80.7414502164502
02MO06	1	CML228	78.028	84.671	84.5	81.0539502164502
04IL06	1	CML228	101.052	95.422	96.4285714285714	79.5628787878788
05FL06	1	CML228	65.163	65.945	66.0909090909091	83.3550865800866
06PR06	1	CML228	56.737	49.318	56.7	84.5289502164502
07NC07	1	CML228	83.966	89.852	86.9090909090909	80.7528138528138
09NY07	1	CML228	99.645	97.667	104	78.6164502164502
10IL07	1	CML228	87.901	86.973	85.6666666666667	80.9081168831169
11FL07	1	CML228	71.053	69.959	65.6363636363636	83.4119047619048
01NC06	1	CML238	86.277	84.58	86	77
02MO06	1	CML238	77.223	81.872	82	77.5714285714286
05FL06	1	CML238	66.881	67.741	68	79.5714285714286
06PR06	1	CML238	61.373	57.267	59	80.8571428571429
07NC07	1	CML238	82.267	86.274	82	77.5714285714286
09NY07	1	CML238	97.689	93.118	93	76
10IL07	1	CML238	84.406	82.872	87	76.8571428571429
11FL07	1	CML238	71.53	70.698	68	79.5714285714286
01NC06	1	CML247	89.934	89.194	90.4545454545455	83.5492424242425
02MO06	1	CML247	82.444	87.209	82	84.6060606060607
04IL06	1	CML247	98.954	94.532	94	83.1060606060607
05FL06	1	CML247	72.248	73.06	74.1818181818182	85.5833333333334
06PR06	1	CML247	68.084	64.119	64.4545454545455	86.7992424242425
07NC07	1	CML247	86.13	90.272	88.3636363636364	83.8106060606061
09NY07	1	CML247	96.963	95.33	101.666666666667	82.1477272727273
10IL07	1	CML247	89.192	88.444	86	84.1060606060607
11FL07	1	CML247	75.749	75.051	77.7272727272727	85.1401515151516
01NC06	1	CML254	109.552	100.232	112	82.2
02MO06	1	CML254	93.521	99.619	98	85
05FL06	1	CML254	74.331	76.633	72	90.2
06PR06	1	CML254	56.715	53.587	63	92
07NC07	1	CML254	103.818	107.642	101	84.4
11FL07	1	CML254	81.848	80.121	77	89.2
01NC06	1	CML258	95.629	94.14	98	83.2
05FL06	1	CML258	74.349	76.149	74	88
06PR06	1	CML258	63.647	59.237	69	89
07NC07	1	CML258	91.061	96.48	94	84
09NY07	1	CML258	108.346	103.172	106	81.6
11FL07	1	CML258	80.026	79.765	73	88.2
01NC06	1	CML261	92.3	91.221	93	82
02MO06	1	CML261	80.728	87.656	86	83
04IL06	1	CML261	106.791	99.872	96	81.5714285714286
05FL06	1	CML261	67.569	68.226	67	85.7142857142857
06PR06	1	CML261	59.454	51.93	57	87.1428571428571
07NC07	1	CML261	86.747	92.904	90	82.4285714285714
09NY07	1	CML261	102.808	100.579	108	79.8571428571429
11FL07	1	CML261	72.838	71.517	70	85.2857142857143
01NC06	1	CML264	97.73	96.083	105	82.8
05FL06	1	CML264	73.614	75.617	69	90
06PR06	1	CML264	60.902	55.574	64	91
07NC07	1	CML264	92.914	99.627	98	84.2
09NY07	1	CML264	119.42	111.916	108	82.2
11FL07	1	CML264	78.371	77.955	75	88.8
01NC06	1	CML277	89.348	88.42	90.1818181818182	81.8583333333333
02MO06	1	CML277	80.371	85.937	81.7	82.9185606060606
04IL06	1	CML277	99.347	94.22	95.6666666666667	81.1727272727273
05FL06	1	CML277	69.006	70.087	69.7	84.4185606060606
06PR06	1	CML277	61.842	56.806	61.8	85.4060606060606
07NC07	1	CML277	85.221	90.108	85.1818181818182	82.4833333333333
09NY07	1	CML277	98.421	96.193	101.5	80.4435606060606
10IL07	1	CML277	88.093	87.187	87.5	82.1935606060606
11FL07	1	CML277	73.437	72.785	71.8181818181818	84.1537878787879
01NC06	1	CML311	90.61	86.167	88	74.75
05FL06	1	CML311	72.446	73.797	70	79.25
06PR06	1	CML311	64.702	63.051	66	80.25
07NC07	1	CML311	84.618	88	87	75
11FL07	1	CML311	74.92	74.468	76	77.75
01NC06	1	CML314	85.855	84.649	83	76.75
02MO06	1	CML314	74.189	80.811	79	77.25
04IL06	1	CML314	97.608	91.219	92	75.625
05FL06	1	CML314	62.917	64.243	56	80.125
06PR06	1	CML314	48.673	41.47	57	80
07NC07	1	CML314	80.662	86.524	78	77.375
09NY07	1	CML314	94.648	92.016	103	74.25
10IL07	1	CML314	83.504	82.386	85	76.5
11FL07	1	CML314	66.34	65.685	64	79.125
01NC06	1	CML321	91.669	89.206	92	79.7142857142857
02MO06	1	CML321	80.836	86.806	81	81.2857142857143
05FL06	1	CML321	67.084	68.644	67	83.2857142857143
06PR06	1	CML321	55.551	50.289	61	84.1428571428571
07NC07	1	CML321	86.322	91.093	88	80.2857142857143
09NY07	1	CML321	101.178	96.101	107	77.5714285714286
10IL07	1	CML321	91.012	88.603	85	80.7142857142857
11FL07	1	CML321	72.521	71.777	69	83
01NC06	1	CML322	80.548	79.654	77.4545454545455	74.0791666666667
02MO06	1	CML322	72.488	77.153	73	74.6359848484848
04IL06	1	CML322	87.207	83.1	88.3	72.7234848484848
05FL06	1	CML322	61.799	62.973	66.4545454545455	75.4541666666667
06PR06	1	CML322	57.585	54.28	55.7272727272727	76.7950757575757
07NC07	1	CML322	76.765	80.877	74.5454545454545	74.442803030303
09NY07	1	CML322	87.62	85.501	90.3333333333333	72.4693181818182
10IL07	1	CML322	78.893	78.071	78.7272727272727	73.9200757575757
11FL07	1	CML322	66.486	66.077	65.5454545454545	75.567803030303
01NC06	1	CML323	80.437	79.504	78	74.25
02MO06	1	CML323	72.945	77.39	72	75
04IL06	1	CML323	86.887	82.776	88	73
05FL06	1	CML323	62.854	64.155	66	75.75
06PR06	1	CML323	57.431	54.38	58	76.75
07NC07	1	CML323	76.983	80.868	74	74.75
09NY07	1	CML323	87.258	84.987	90	72.75
10IL07	1	CML323	78.74	77.9	80	74
11FL07	1	CML323	67.046	66.802	66	75.75
01NC06	1	CML328	83.784	82.638	85	73
02MO06	1	CML328	71.468	78.714	79	73.8571428571429
04IL06	1	CML328	97.484	90.708	91	72.1428571428571
05FL06	1	CML328	58.368	59.071	56	77.1428571428571
06PR06	1	CML328	48.458	40.264	48	78.2857142857143
07NC07	1	CML328	78.107	84.566	81	73.5714285714286
09NY07	1	CML328	96.745	94.038	97	71.2857142857143
11FL07	1	CML328	63.783	62.452	59	76.7142857142857
01NC06	1	CML332	84.566	84.24	83	76.4285714285714
04IL06	1	CML332	93.621	89.043	95	74.7142857142857
05FL06	1	CML332	63.009	65.14	59	79.8571428571429
06PR06	1	CML332	50.959	46.377	57	80.1428571428571
07NC07	1	CML332	79.717	85.982	79	77
09NY07	1	CML332	95.933	93.919	94	74.8571428571429
10IL07	1	CML332	81.996	81.721	87	75.8571428571429
11FL07	1	CML332	66.867	67.094	64	79.1428571428571
01NC06	1	CML333	82.641	81.71	77.1818181818182	75.4205808080808
02MO06	1	CML333	72.974	78.149	77.6363636363636	75.3637626262626
04IL06	1	CML333	89.99	85.52	90.2	73.7933080808081
05FL06	1	CML333	63.739	64.723	60.5454545454545	77.5001262626263
06PR06	1	CML333	54.462	49.16	58.0909090909091	77.8069444444444
07NC07	1	CML333	78.012	82.587	76.9090909090909	75.4546717171717
09NY07	1	CML333	89.963	87.872	93.5555555555556	73.3738636363636
10IL07	1	CML333	80.462	79.61	80.7	74.9808080808081
11FL07	1	CML333	66.829	66.245	65.7272727272727	76.852398989899
01NC06	1	CML341	90.789	87.698	89	76.3333333333333
02MO06	1	CML341	78.366	84.324	83	77.3333333333333
05FL06	1	CML341	65.578	66.746	62	80.8333333333333
06PR06	1	CML341	53.852	48.082	57	81.6666666666667
07NC07	1	CML341	84.971	89.899	85	77
09NY07	1	CML341	102.917	95.799	103	74
11FL07	1	CML341	70.066	68.886	68	79.8333333333333
01NC06	1	CML38	87.188	86.33	89	79.5714285714286
02MO06	1	CML38	79.025	84.171	81	80.7142857142857
04IL06	1	CML38	95.361	91.001	96	78.5714285714286
05FL06	1	CML38	69.497	70.098	67	82.7142857142857
06PR06	1	CML38	62.989	57.844	61	83.5714285714286
07NC07	1	CML38	82.911	87.318	88	79.7142857142857
09NY07	1	CML38	99.186	96.661	92	79.1428571428571
11FL07	1	CML38	72.613	71.713	72	82
01NC06	1	CML45	105.539	97.554	98	81.6
02MO06	1	CML45	87.737	92.412	98	81.6
05FL06	1	CML45	75.449	76.5	71	87
06PR06	1	CML45	60.548	55.24	67	87.8
07NC07	1	CML45	95.34	98.905	98	81.6
11FL07	1	CML45	80.984	79.375	74	86.4
01NC06	1	CML5	97.022	90.916	97	74
05FL06	1	CML5	70.049	72.272	69	81
06PR06	1	CML5	55.669	52.516	63	82.5
07NC07	1	CML5	89.7	94.888	94	74.75
11FL07	1	CML5	76.45	75.791	70	80.75
01NC06	1	CML52	89.282	88.99	91.1818181818182	83.4990723562152
02MO06	1	CML52	82.366	86.419	90	83.6679035250464
04IL06	1	CML52	97.662	94.417	91.8571428571429	83.4025974025974
05FL06	1	CML52	75.558	75.279	74.9090909090909	85.8237476808905
06PR06	1	CML52	74.161	69.388	65.3636363636364	87.1873840445269
07NC07	1	CML52	85.87	89.559	91.5454545454545	83.4471243042672
09NY07	1	CML52	98.539	97.666	93	83.239332096475
11FL07	1	CML52	78.247	77	77.8181818181818	85.4081632653061
01NC06	1	CML69	86.158	85.291	83.8181818181818	79.6388888888889
02MO06	1	CML69	77.92	82.654	80.1111111111111	80.1022727272727
04IL06	1	CML69	93.369	89.165	93.2727272727273	78.4570707070707
05FL06	1	CML69	67.995	69.063	69.9	81.3786616161616
06PR06	1	CML69	63.054	59.495	61.1	82.4786616161616
07NC07	1	CML69	82.516	86.737	79.6363636363636	80.1616161616162
09NY07	1	CML69	93.784	91.678	95.4444444444444	78.1856060606061
10IL07	1	CML69	84.427	83.625	85.5555555555556	79.4217171717172
11FL07	1	CML69	71.811	71.323	72.0909090909091	81.104797979798
01NC06	1	CML77	79.88	78.187	85	71.5714285714286
02MO06	1	CML77	73.244	77.614	71	73.5714285714286
05FL06	1	CML77	63.92	65.033	60	75.1428571428571
06PR06	1	CML77	54.988	51.512	58	75.4285714285714
07NC07	1	CML77	76.803	80.192	79	72.4285714285714
09NY07	1	CML77	94.415	88.559	84	71.7142857142857
10IL07	1	CML77	78.457	76.907	85	71.5714285714286
11FL07	1	CML77	66.967	66.473	64	74.5714285714286
01NC06	1	CML91	80.916	80.458	82	74.75
02MO06	1	CML91	72.222	76.928	85	74.375
04IL06	1	CML91	89.302	85.721	86	74.25
05FL06	1	CML91	66.123	66.136	59	77.625
06PR06	1	CML91	58.466	52.143	58	77.75
07NC07	1	CML91	77.506	81.867	78	75.25
09NY07	1	CML91	90.825	89.558	86	74.25
10IL07	1	CML91	79.702	79.193	81	74.875
11FL07	1	CML91	68.178	67.098	65	76.875
01NC06	1	CML92	80.604	80.309	82	74.8571428571429
04IL06	1	CML92	87.7	84.225	88	74
05FL06	1	CML92	66.155	67.751	61	77.8571428571429
06PR06	1	CML92	55.323	51.944	63	77.5714285714286
07NC07	1	CML92	77.668	82.138	76	75.7142857142857
09NY07	1	CML92	88.056	86.519	90	73.7142857142857
10IL07	1	CML92	79.783	79.533	79	75.2857142857143
11FL07	1	CML92	68.114	68.381	67	77
01NC06	1	CMV3	58.486	57.335	55	54.8
02MO06	1	CMV3	53.53	56.329	51	55.6
04IL06	1	CMV3	60.308	57.123	65	52.8
06PR06	1	CMV3	35.788	19.151	45	56.8
07NC07	1	CMV3	56.046	58.282	53	55.2
10IL07	1	CMV3	56.298	55.413	60	53.8
01NC06	1	CO106	58.863	58.042	63	54.8571428571429
02MO06	1	CO106	54.155	57.719	50	56.7142857142857
04IL06	1	CO106	65.387	61.695	65	54.5714285714286
05FL06	1	CO106	47.949	49.229	42	57.8571428571429
06PR06	1	CO106	37.094	32.378	45	57.4285714285714
07NC07	1	CO106	56.782	59.771	56	55.8571428571429
09NY07	1	CO106	66.51	64.163	65	54.5714285714286
10IL07	1	CO106	58.128	57.37	61	55.1428571428571
01NC06	1	CO125	61.14	60.422	61	57.1428571428571
02MO06	1	CO125	55.482	58.998	55	58
04IL06	1	CO125	66.614	63.381	67	56.2857142857143
05FL06	1	CO125	48.268	49.186	48	59
06PR06	1	CO125	41.798	37.284	45	59.4285714285714
07NC07	1	CO125	58.467	61.481	58	57.5714285714286
09NY07	1	CO125	66.251	64.622	70	55.8571428571429
10IL07	1	CO125	60.704	60.009	57	57.7142857142857
01NC06	1	CO255	57.746	57.123	56	54.1428571428571
02MO06	1	CO255	52.162	55.321	54	54.4285714285714
04IL06	1	CO255	61.844	59.208	64	53
05FL06	1	CO255	47.726	48.357	42	56.1428571428571
06PR06	1	CO255	38.188	32.512	45	55.7142857142857
07NC07	1	CO255	54.938	57.613	56	54.1428571428571
09NY07	1	CO255	62.709	61.259	64	53
10IL07	1	CO255	57.087	56.488	54	54.4285714285714
01NC06	1	D940Y	83.346	82.815	82	80.2857142857143
02MO06	1	D940Y	75.921	79.642	85	79.8571428571429
04IL06	1	D940Y	89.317	86.762	88	79.4285714285714
05FL06	1	D940Y	69.06	66.733	71	81.8571428571429
07NC07	1	D940Y	80.861	84.307	77	81
09NY07	1	D940Y	88.279	88.073	92	78.8571428571429
10IL07	1	D940Y	82.542	81.878	80	80.5714285714286
11FL07	1	D940Y	74.066	71.884	69	82.1428571428571
01NC06	1	DE_2	74.75	73.385	73	69.5714285714286
02MO06	1	DE_2	70.383	72.821	66	70.5714285714286
05FL06	1	DE_2	64.392	65.483	63	71
06PR06	1	DE_2	60.522	60.319	60	71.4285714285714
07NC07	1	DE_2	72.606	74.466	70	70
09NY07	1	DE_2	77.398	74.762	82	68.2857142857143
10IL07	1	DE_2	73.593	72.424	74	69.4285714285714
11FL07	1	DE_2	64.743	64.647	72	69.7142857142857
01NC06	1	DE_3	73.974	72.387	75	68.8333333333333
02MO06	1	DE_3	67.679	71.216	66	70.3333333333333
05FL06	1	DE_3	57.814	58.065	60	71.3333333333333
07NC07	1	DE_3	71.301	74.378	69	69.8333333333333
09NY07	1	DE_3	82.501	78.33	81	67.8333333333333
10IL07	1	DE_3	72.462	70.997	76	68.6666666666667
11FL07	1	DE_3	62.219	60.946	61	71.1666666666667
01NC06	1	DE1	76.438	74.9	78	70.8333333333333
02MO06	1	DE1	71.427	74.544	68	72.5
05FL06	1	DE1	62.451	63.804	66	72.8333333333333
06PR06	1	DE1	58.462	56.838	59	74
07NC07	1	DE1	74.526	77.014	71	72
09NY07	1	DE1	81.737	78.363	85	69.6666666666667
10IL07	1	DE1	75.762	74.335	76	71.1666666666667
01NC06	1	DE811	77.619	77.227	79	74.5
02MO06	1	DE811	74.443	76.794	71	75.5
04IL06	1	DE811	80.504	78.8	84	73.875
05FL06	1	DE811	67	67.619	76	74.875
06PR06	1	DE811	67.895	66.603	64	76.375
07NC07	1	DE811	75.637	77.57	79	74.5
09NY07	1	DE811	82.015	80.984	82	74.125
10IL07	1	DE811	78.149	77.718	71	75.5
11FL07	1	DE811	71.365	71.128	69	75.75
01NC06	1	E2558W	77.996	77.071	77	71.5
02MO06	1	E2558W	70.323	75.057	69	72.5
04IL06	1	E2558W	84.33	80.321	88	70.125
05FL06	1	E2558W	59.569	60.825	63	73.25
06PR06	1	E2558W	55.81	53.076	52	74.625
07NC07	1	E2558W	74.357	78.469	73	72
09NY07	1	E2558W	87.515	84.946	84	70.625
10IL07	1	E2558W	76.391	75.54	78	71.375
11FL07	1	E2558W	63.575	63.189	65	73
01NC06	1	EP1	60.222	59.445	59	56.5714285714286
02MO06	1	EP1	55.167	58.301	53	57.4285714285714
04IL06	1	EP1	62.678	60.204	71	54.8571428571429
05FL06	1	EP1	49.793	50.998	45	58.5714285714286
06PR06	1	EP1	39.653	35.321	48	58.1428571428571
07NC07	1	EP1	57.524	60.09	58	56.7142857142857
09NY07	1	EP1	67.092	64.823	63	56
10IL07	1	EP1	59.392	58.692	58	56.7142857142857
01NC06	1	F2834T	73.641	72.865	75	68
02MO06	1	F2834T	67.336	71.521	65	69.25
04IL06	1	F2834T	81.12	77.128	79	67.5
05FL06	1	F2834T	58.644	59.638	58	70.125
06PR06	1	F2834T	51.241	47.262	55	70.5
07NC07	1	F2834T	70.439	73.993	72	68.375
09NY07	1	F2834T	81.534	79.463	81	67.25
10IL07	1	F2834T	72.242	71.523	76	67.875
11FL07	1	F2834T	62.254	61.946	58	70.125
01NC06	1	F44	84.627	83.869	83	78.5
02MO06	1	F44	76.942	81.431	79	79
04IL06	1	F44	92.101	88.069	90	77.625
05FL06	1	F44	68.044	68.883	68	80.375
06PR06	1	F44	62.982	59.242	61	81.25
07NC07	1	F44	81.088	85.074	80	78.875
09NY07	1	F44	92.597	90.675	92	77.375
10IL07	1	F44	82.644	81.949	87	78
11FL07	1	F44	71.278	70.722	71	80
01NC06	1	F6	87.27	86.583	84	82.1428571428571
02MO06	1	F6	81.485	84.776	81	82.5714285714286
04IL06	1	F6	91.908	88.875	92	81
05FL06	1	F6	72.542	73.261	81	82.5714285714286
06PR06	1	F6	73.834	72.372	66	84.7142857142857
07NC07	1	F6	84.388	87.322	83	82.2857142857143
09NY07	1	F6	91.845	90.367	94	80.7142857142857
11FL07	1	F6	76.83	76.364	78	83
01NC06	1	F7	58.108	57.507	55	56
02MO06	1	F7	52.693	55.812	54	56.1666666666667
04IL06	1	F7	61.098	58.605	65	54.3333333333333
06PR06	1	F7	37.152	23.315	45	57.6666666666667
07NC07	1	F7	55.959	58.492	52	56.5
09NY07	1	F7	61.815	60.176	65	54.3333333333333
10IL07	1	F7	57.183	56.667	55	56
01NC06	1	GA209	83.239	82.108	85	78.6666666666667
02MO06	1	GA209	77.036	80.348	80	79.5
05FL06	1	GA209	69.597	68.38	70	81.1666666666667
07NC07	1	GA209	80.642	83.621	81	79.3333333333333
09NY07	1	GA209	91.929	89.2	89	78
10IL07	1	GA209	82.724	81.501	82	79.1666666666667
11FL07	1	GA209	73.62	71.741	70	81.1666666666667
01NC06	1	GT112	88.761	87.958	83	83.125
02MO06	1	GT112	81.547	85.521	81	83.375
04IL06	1	GT112	93.954	90.428	95	81.625
05FL06	1	GT112	72.414	73.448	76	84
06PR06	1	GT112	68.835	66.18	67	85.125
07NC07	1	GT112	84.976	88.433	84	83
09NY07	1	GT112	93.231	91.547	99	81.125
10IL07	1	GT112	87.164	86.438	85	82.875
11FL07	1	GT112	75.763	75.402	78	83.75
01NC06	1	H105W	69.963	69.123	70	65.125
02MO06	1	H105W	64.63	68.115	61	66.25
04IL06	1	H105W	75.062	71.644	77	64.25
05FL06	1	H105W	57.894	59.107	54	67.125
06PR06	1	H105W	50.722	48.585	54	67.125
07NC07	1	H105W	67.393	70.315	66	65.625
09NY07	1	H105W	75.592	73.449	78	64.125
10IL07	1	H105W	69.342	68.569	67	65.5
11FL07	1	H105W	58.456	58.39	64	65.875
01NC06	1	H49	70.925	70.22	76	66
02MO06	1	H49	65.778	69.523	64	67.5
04IL06	1	H49	78.333	74.62	76	66
05FL06	1	H49	58.478	59.433	56	68.5
06PR06	1	H49	51.924	48.881	54	68.75
07NC07	1	H49	68.867	72.099	68	67
09NY07	1	H49	79.101	77.043	77	65.875
10IL07	1	H49	70.318	69.639	73	66.375
11FL07	1	H49	60.673	60.424	60	68
01NC06	1	H84	73.171	72.531	72	69.125
02MO06	1	H84	68.664	71.574	65	70
04IL06	1	H84	77.964	75.038	77	68.5
05FL06	1	H84	60.598	61.597	67	69.75
06PR06	1	H84	59.333	58.088	57	71
07NC07	1	H84	70.966	73.483	69	69.5
09NY07	1	H84	77.006	75.532	81	68
10IL07	1	H84	72.11	71.537	73	69
11FL07	1	H84	64.387	64.278	64	70.125
01NC06	1	H91	71.791	71.207	72	67.125
02MO06	1	H91	66.427	69.888	65	68
04IL06	1	H91	77.824	74.671	76	66.625
05FL06	1	H91	58.95	59.643	60	68.625
06PR06	1	H91	55.156	52.286	54	69.375
07NC07	1	H91	68.941	71.899	71	67.25
09NY07	1	H91	77.525	76.104	79	66.25
10IL07	1	H91	71.057	70.486	70	67.375
11FL07	1	H91	61.604	61.189	62	68.375
01NC06	1	H95	74.689	73.96	75	69.5
02MO06	1	H95	68.88	72.698	66	70.625
04IL06	1	H95	81.989	78.117	78	69.125
05FL06	1	H95	60.269	61.248	62	71.125
06PR06	1	H95	56.912	54.632	54	72.125
07NC07	1	H95	71.897	75.21	71	70
09NY07	1	H95	80.478	78.743	84	68.375
10IL07	1	H95	73.536	72.857	75	69.5
11FL07	1	H95	62.877	62.528	66	70.625
01NC06	1	H99	68.75	68.538	70	64.7142857142857
04IL06	1	H99	72.062	70.065	78	63.5714285714286
05FL06	1	H99	55.628	57.123	63	65.7142857142857
06PR06	1	H99	55.769	55.012	51	67.4285714285714
07NC07	1	H99	67.101	70.363	63	65.7142857142857
09NY07	1	H99	75.217	74.015	73	64.2857142857143
10IL07	1	H99	68.661	68.479	65	65.4285714285714
11FL07	1	H99	59.803	59.998	60	66.1428571428571
01NC06	1	Hi27	87.292	86.455	88	79.75
02MO06	1	Hi27	78.444	84.092	78	81
04IL06	1	Hi27	97.182	92.288	94	79
05FL06	1	Hi27	64.618	65.604	74	81.5
06PR06	1	Hi27	61.638	56.756	57	83.625
07NC07	1	Hi27	82.738	87.652	86	80
09NY07	1	Hi27	96.64	94.662	99	78.375
10IL07	1	Hi27	86.225	85.376	84	80.25
11FL07	1	Hi27	72.068	71.289	66	82.5
01NC06	1	Hp301	72.554	71.784	69.8181818181818	67.4425505050505
02MO06	1	Hp301	66.128	69.778	66.7777777777778	67.822601010101
04IL06	1	Hp301	77.078	73.921	80.2727272727273	66.1357323232323
05FL06	1	Hp301	59.512	60.478	56.0909090909091	69.1584595959596
06PR06	1	Hp301	50.861	47.143	57.3636363636364	68.9993686868687
07NC07	1	Hp301	69.333	72.445	69.2727272727273	67.5107323232323
09NY07	1	Hp301	77.985	76.137	80.4444444444444	66.1142676767677
10IL07	1	Hp301	71.55	70.838	68.8181818181818	67.5675505050505
