line_code,ARH1,COH1,GAH2,GAH1,NYH1,NCH1,ARH2,MNH1,MOH1,IAH2,OHH1,MIH1,NYH2,DEH1,IAH4,WIH2,IAH1,WIH1,IAH3
CG124/S8324,NA,119.0125,NA,NA,113.71,NA,NA,143.915,NA,165.79,NA,163.9,178.425,NA,142.465,158.7231099,NA,173.30924935,NA
CG44/CGR01,111.275,100.545,117.055,30.305,110.125,98.865,157.375,126.905,137.085,151.065,151.63,133.22,178.755,121.255,158.855,188.98388675,127.315,206.35989305,198.23
CG60/LH162,43.92,82.49,109.99,21.085,74.0033333333333,70.59,156.27,117.27,72.61,123.0575,134.86,101.625,129.605,NA,135.53,133.9659757,124.035,80.638972945,147.09
CG60/LH185,NA,113.0525,NA,NA,86,NA,NA,130.885,NA,159.33,NA,119.66,165.55,NA,140.155,164.5083753,NA,155.5432684,NA
CG60/LH82,NA,106.676666666667,NA,NA,127.87,NA,NA,134.19,NA,142.345,NA,130.425,161.655,NA,169.9,159.3914645,NA,128.27663485,NA
CGR01/LH82,NA,127.1,128.18,NA,NA,NA,NA,NA,NA,NA,181.655,NA,NA,136.54,NA,NA,NA,NA,NA
CGR03/CG108,137.86,101.01,59.96,50.83,132.945,89.725,163.855,142.85,148.74,134.42,145.355,122.935,216.21,113.065,177.855,185.60617075,158.075,211.06256045,196.555
CO258/3IIH6,118.12,NA,NA,NA,148.63,NA,169.98,NA,NA,138.64,154.845,136.045,168.835,NA,NA,NA,163.31,NA,NA
DKFBHJ/3IIH6,96.925,NA,NA,NA,128.265,NA,129.695,NA,142.575,153.825,154.01,151.76,172.04,160.465,149.69,165.04676625,161.7,136.68912425,194.535
F42/H95,82.87,NA,NA,115.85,165.565,145.9,142.56,NA,NA,NA,130.28,133.32,NA,NA,NA,NA,NA,NA,NA
F42/MO17,56.395,103.41,151.74,171.835,122.87,164.895,138.08,170.18,165.075,134.615,178.445,184.93,125.695,188.555,166.83,233.39392265,219.6,222.578612,221.25
F42/OH43,115.85,NA,NA,83.57,136.57,147.085,157.48,NA,NA,NA,131.39,157.245,NA,NA,NA,NA,NA,NA,NA
FBLA/3IIH6,94.87,NA,NA,NA,140.72,NA,144.38,NA,166.67,136.56,164.375,165.015,144.95,166.39,130.98,160.70223115,162.42,151.3641378,181.265
FR19/3IIH6,130.675,NA,NA,NA,109.69,NA,131.15,NA,110.38,132.205,157.87,115.99,145.085,105.45,149.285,157.2639269,171.88,175.39218255,175.47
GEMN-0268/3IIH6,66.145,107.7375,119.39,87.65,103.315,159.79,129.33,156.09,176.54,170.955,207.64,199.81,151.91,228.38,191.0525,189.74458835,196.76,217.4334573,232.955
GEMN-0269/3IIH6,NA,NA,155.21,NA,NA,157.065,NA,157.56,163.005,156.54,NA,NA,NA,NA,188.005,NA,187.505,217.90109215,202.935
H122W/3IIH6,114.94,NA,NA,NA,120.635,NA,123.615,NA,NA,NA,166.25,NA,169.4,NA,NA,NA,NA,NA,NA
H84/3IIH6,76.06,NA,NA,NA,161.365,NA,137.28,NA,NA,166.515,169.23,160.215,188.525,192.44,186.545,NA,194.925,NA,200.175
H91/3IIH6,70.71,NA,NA,NA,127.72,NA,NA,NA,NA,NA,NA,NA,196.52,NA,NA,NA,NA,NA,NA
I159/3IIH6,96.485,NA,NA,NA,112.755,NA,169.785,NA,107.34,111.005,127.445,100.36,187.655,144.515,169.59,154.52046365,167.91,138.4579438,192.42
ICI 441/LH123HT,NA,100.4225,NA,NA,NA,NA,NA,NA,199.39,225.28,121.665,NA,NA,250.335,260.09,203.18904775,245.41,244.40581065,262.58
ICI 441/LH185,NA,134.9175,NA,NA,NA,NA,NA,NA,176.085,205.22,200.94,NA,NA,224.7,223.015,225.96938295,237.03,171.1879882,220.085
ICI 441/LH38,NA,105.4975,NA,NA,NA,NA,NA,NA,175.5,197.62,174.63,NA,NA,173.02,198.935,194.03631785,215.83,189.22172105,214.71
ICI 441/LH51,NA,110.5575,NA,NA,NA,NA,NA,NA,161.57,154.6,171.895,NA,NA,208.86,208.93,195.7788601,208.39,149.77423795,176.82
ICI 441/LH82,NA,132.325,NA,NA,NA,NA,NA,NA,200.385,162.11,202.685,NA,NA,168.275,215.975,171.61419865,192.765,200.7985283,244.615
ICI 441/PHG29,NA,117.0275,NA,NA,NA,NA,NA,NA,152.54,169.155,169.09,NA,NA,178.25,192.34,187.2001293,165.2,146.26965465,190.765
ICI 441/PHG47,NA,115.0725,NA,NA,NA,NA,NA,NA,183.655,197.245,182.54,NA,NA,163.88,196.63,200.93091885,194.145,177.977522,210.88
ICI 441/PHG83,NA,57.655,NA,NA,NA,NA,NA,NA,112.955,156.915,102.695,NA,NA,122.025,155.835,127.6562739,138.445,85.669227395,138.72
ICI 441/PHK56,NA,106.5425,NA,NA,NA,NA,NA,NA,183.825,191.695,173.8,NA,NA,169.3,217.845,213.90489815,213.215,130.6755647,200.215
ICI 441/PHN82,NA,100.2025,NA,NA,NA,NA,NA,NA,163.69,174.205,129.445,NA,NA,180.76,231.605,212.9493766,197.705,214.87016905,215.6
ICI 441/PHZ51,NA,118.1025,NA,NA,NA,NA,NA,NA,182.745,179.795,96.94,NA,NA,177.75,205.075,132.1439112,192.165,171.5221027,195.135
ICI 441/Q381,NA,106.2825,NA,NA,NA,NA,NA,NA,137.62,155.795,152.015,NA,NA,178.74,182.67,183.02857225,193.6,161.60716485,196.8
ILL.HY/3IIH6,103.97,NA,NA,NA,83.19,NA,140.78,NA,NA,126.53,147.98,87.92,192.03,NA,NA,NA,163.93,NA,NA
LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,144.44,50.6933333333333,NA,126.325,NA,151.32,NA,NA,NA,199.355,NA,NA,NA,203.86,215.97,NA,230.275,NA,252.07
LH132/LH51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.335,NA,NA,NA,NA
LH145/3IIH6,66.12,85.2575,NA,NA,117.0775,NA,134.02,123.455,NA,127.3125,95.76,92.8825,178.9325,NA,158.2225,135.72008745,130.295,170.5176669,158.4
LH145/LH162,NA,76.92,NA,NA,99.95,NA,NA,123.59,NA,123.295,NA,115.72,118.53,NA,143.26,118.919042705,NA,86.73169908,NA
LH145/PHR25,NA,86.9475,NA,NA,102.805,NA,NA,128.335,NA,155.72,NA,136.215,161.595,NA,144.095,154.0723694,NA,179.18556465,NA
LH149/3IIH6,73.255,NA,NA,NA,126.83,NA,137.23,NA,124.23,152.215,155.65,165.97,190.78,155.925,183.08,156.6628136,163.875,184.48888505,196.095
LH185/LH145,NA,139.72,NA,NA,174.245,NA,NA,NA,NA,151.67,NA,181.58,206.745,NA,169.04,NA,NA,NA,NA
LH185/PHRE1,NA,112.32,NA,NA,145.2,NA,NA,137.555,NA,151.86,NA,164.595,151.475,NA,174.37,137.84356635,NA,204.50111155,NA
LH185/S8324,NA,138.303333333333,NA,NA,107.08,NA,NA,150.655,NA,181.04,NA,182.925,206.365,NA,165.115,190.17933475,NA,178.9701581,NA
LH195/3IIH6,116.415,NA,NA,NA,148.215,NA,137.43,NA,NA,NA,177.48,185.81,179.63,NA,NA,NA,NA,NA,NA
LH195/CGR01,NA,130.245,NA,NA,151.14,NA,NA,197.64,NA,172.36,NA,192.615,163.97,NA,198.24,199.1564087,NA,205.91175695,NA
LH195/LH123HT,125.105,82.53,NA,168.365,NA,135.875,130.96,NA,180.99,211.61,NA,NA,NA,221.605,249.75,234.7333098,251.8075,242.3252206,232.7775
LH195/LH185,114.89,100.846666666667,NA,144.07,NA,138.06,188.685,NA,232.175,181.76,230.2,NA,NA,231.75,233.125,222.98394295,238.3925,232.0176302,257.1675
LH195/LH210,82.19,NA,NA,185.705,NA,187.72,139.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.92,NA,248.55
LH195/LH38,NA,99.1125,NA,NA,NA,NA,NA,NA,178.3,185.325,149.935,NA,NA,179.925,186.255,209.55145055,210.2,179.5598901,203.32
LH195/LH51,NA,98.6875,NA,NA,NA,NA,NA,NA,156.305,151.125,124.95,NA,NA,233.73,198.64,202.95468635,221.795,198.2220178,200.54
LH195/LH82,90.91,110.9525,NA,145.96,NA,133.27,126.68,NA,150.065,172.26,188.165,169.81,133.935,153.6,174.0325,174.24736435,200.725,219.3119886,213.1075
LH195/PHG29,NA,115.77,NA,NA,NA,NA,NA,NA,138.48,168.32,175.225,NA,NA,171.49,197.295,197.3470854,185.17,202.90711115,224.795
LH195/PHG47,NA,109.84,NA,NA,NA,NA,NA,NA,155.165,200.585,89.315,NA,NA,149.415,210.26,194.9734704,202.1,181.39846155,236.735
LH195/PHG83,NA,64.4833333333333,NA,NA,NA,NA,NA,NA,95.34,119.385,118.785,NA,NA,140.055,156.355,142.85227175,146.05,119.3289763,149.415
LH195/PHJ65,128.015,NA,NA,121.84,NA,183.305,141.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.48,NA,231.145
LH195/PHK56,NA,86.1575,NA,NA,NA,NA,NA,NA,184.155,158.13,186.64,NA,NA,180.175,235.075,202.67936095,231.62,225.44915175,219.445
LH195/PHM49,85.505,NA,NA,147.505,NA,111.275,126.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.32,NA,223.805
LH195/PHN37,90.935,113.59,NA,166.225,135.975,165.255,153.825,159.68,182.3475,148.7575,190.1175,188.81,NA,184.685,161.94,203.395583675,204.71,211.692566175,203.6775
