line_code,NEH4,ONH2,TXH1-Late,ARH1,COH1,NEH3,GAH2,GAH1,NYH1,NCH1,TXH2,ARH2,MNH1,MOH1,IAH2,OHH1,MIH1,NYH3,TXH1-Dry,TXH1-Early,NYH2,ILH1,DEH1,IAH4,ONH1,WIH2,IAH1,WIH1,INH1,IAH3
PHB47/PHK05,NA,58.14,NA,NA,115.725,NA,NA,NA,82.73,NA,NA,NA,171.135,NA,156.485,NA,139.54,NA,NA,NA,183.835,NA,NA,137.61,156.325,126.602923905,NA,132.6066923,NA,NA
PHB47/PHK56,57.75,77.62,NA,NA,113.17,122.565,NA,NA,151.14,NA,NA,NA,157.385,174.665,168.39,122.55,NA,176.985,NA,NA,164.495,188.795,171.785,192.06,179.905,209.342111175,193.06,234.7189996,179.72,218.505
PHB47/PHN82,49.575,NA,NA,NA,106.1525,116.11,NA,NA,NA,NA,NA,NA,NA,168.13,182.055,163.185,NA,192.145,NA,NA,NA,167.615,188.575,214.09,NA,213.7781982,191.39,232.88365005,176.335,236.975
PHB47/PHR25,NA,72.585,NA,NA,120.3475,NA,NA,NA,127.39,NA,NA,NA,152.6,NA,168.01,NA,154.76,NA,NA,NA,147.27,NA,NA,175.24,154.05,188.67985715,NA,197.44135715,NA,NA
PHB47/PHZ51,NA,71.455,95.1,160.315,106.070833333333,NA,156.415,125.41,142.96,129.465,88.165,146.655,158.0675,153.255,160.544,135.3675,167.656666666667,205.935,160.755,169.575,194.6,195.405,178.1925,171.86,170.425,176.10821005,182.485,212.06384405,173.615,211.7825
PHB47/Q381,39.675,NA,NA,NA,97.1,149.935,NA,NA,NA,NA,NA,NA,NA,169,125.36,148.645,NA,158.04,NA,NA,NA,190.07,179.735,167.045,NA,194.0842278,162.635,219.08080725,162,189.25
PHBB3/3IIH6,NA,NA,NA,50.23,NA,NA,NA,NA,182.8,NA,NA,137.86,NA,NA,155.47,191.62,187.31,NA,NA,NA,178.415,140.915,NA,206.83,NA,NA,201.32,NA,194.505,229.075
PHBW8/3IIH6,NA,NA,NA,87.94,NA,NA,NA,NA,98.68,NA,NA,145.98,NA,152.085,180.05,174.245,190.87,NA,NA,NA,196.545,179.845,210.96,213.675,NA,219.27340955,188.505,174.93258155,196.76,206.76
PHG29/CG120,NA,70.395,NA,NA,101.115,NA,NA,NA,143.07,NA,NA,NA,149.48,NA,161.08,NA,150.72,NA,NA,NA,186.645,NA,NA,145.915,168.01,160.20932335,NA,189.3423119,NA,NA
PHG29/LH145,NA,67.26,NA,NA,108.675,NA,NA,NA,105.96,NA,NA,NA,153.105,NA,150.515,NA,151.715,NA,NA,NA,185.57,NA,NA,155.695,208.3,183.77906425,NA,182.8415769,NA,NA
PHG29/PHB47,NA,68.9,NA,NA,127.795,NA,NA,NA,178.705,NA,NA,NA,150.215,NA,186.035,NA,167.065,NA,NA,NA,156.535,NA,NA,160.9,211.645,175.3778305,NA,233.0913994,NA,NA
PHG29/PHG47,28.66,69.79,96.115,86.77,83.93,75.42,87.9,82.85,151.265,98.655,130.34,135.945,155.84,148.06,136.88,104.085,164.985,NA,144.82,154.165,148.755,183.75,134.36,151.2175,157.295,176.1439717,163.065,182.08618935,160.93,193.69
PHG29/PHHV4,NA,85.755,NA,NA,138.195,NA,NA,NA,150.685,NA,NA,NA,175.865,NA,184.3,NA,181.84,NA,NA,NA,227.19,NA,NA,185.71,230.605,208.09013355,NA,236.59853505,NA,NA
PHG29/PHRE1,NA,76.185,NA,NA,102.8425,NA,NA,NA,160.185,NA,NA,NA,170.45,NA,188.36,NA,151.86,NA,NA,NA,211.935,NA,NA,169.545,193.41,203.3889307,NA,177.665082,NA,NA
PHG29/S8324,NA,74.665,NA,NA,128.435,NA,NA,NA,119.94,NA,NA,NA,149.55,NA,171.085,NA,162.985,NA,NA,NA,185.835,NA,NA,205.535,208.335,158.1510355,NA,153.2735072,NA,NA
PHG39/PHM49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.27,NA,NA,NA,NA,NA,NA
PHG39/PHN82,NA,NA,116.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.635,187.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHG39/PHP02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.115,NA
PHG47/CG120,NA,71.85,NA,NA,80.9666666666667,NA,NA,NA,104.735,NA,NA,NA,161.485,NA,159.04,NA,173.4,NA,NA,NA,168.21,NA,NA,149.545,177.7,176.55930305,NA,117.409146235,NA,NA
PHG47/LH145,NA,71.575,NA,NA,94.565,NA,NA,NA,118.655,NA,NA,NA,152.615,NA,150.22,NA,137.785,NA,NA,NA,150.205,NA,NA,144.405,172.275,175.87621975,NA,182.46026375,NA,NA
PHG47/PHB47,NA,77.3,NA,NA,128.85,NA,NA,NA,144.24,NA,NA,NA,196.15,NA,181.35,NA,200.525,NA,NA,NA,142.955,NA,NA,179.53,190.37,224.33805875,NA,167.75278025,NA,NA
PHG47/PHHV4,NA,79.565,NA,NA,117.2725,NA,NA,NA,155.54,NA,NA,NA,182.49,NA,206.55,NA,209.235,NA,NA,NA,204.085,NA,NA,181.125,211.345,217.81380815,NA,197.8776099,NA,NA
PHG47/PHRE1,NA,67.415,NA,NA,91.47,NA,NA,NA,100.31,NA,NA,NA,177.625,NA,157.74,NA,154.54,NA,NA,NA,175.115,NA,NA,179.84,150.615,189.52173375,NA,198.3381733,NA,NA
PHG47/S8324,NA,77.555,NA,NA,124.3325,NA,NA,NA,152.405,NA,NA,NA,155.98,NA,148.135,NA,181.755,NA,NA,NA,199.83,NA,NA,145.78,164.575,178.5514793,NA,139.1412781,NA,NA
PHG80/3IIH6,NA,NA,NA,115.595,NA,NA,NA,NA,157.475,NA,NA,144.06,NA,NA,174.12,191.305,183.78,NA,NA,NA,178.025,155.28,197.34,198.68,NA,NA,194.06,214.0905127,199.65,229.06
PHG80/PHZ51,53.275,NA,95.325,140.79,NA,103.23,NA,151.88,165.335,136.265,96.955,163.255,NA,NA,153.895,206.085,194.555,NA,133.355,140.335,NA,127.985,NA,NA,193.14,NA,195.03,NA,NA,237.73
PHHV4/3IIH6,NA,78.86,NA,NA,110.35,NA,NA,NA,160.17,NA,NA,NA,184.86,NA,185.36,NA,191.91,NA,NA,NA,194.57,NA,NA,204.195,219.38,202.8829679,NA,168.1496589,NA,NA
PHHV4/LH162,NA,66.595,NA,NA,109.465,NA,NA,NA,104.725,NA,NA,NA,134.145,NA,135.915,NA,147.535,NA,NA,NA,169.24,NA,NA,156.99,198.16,171.22732035,NA,176.25535715,NA,NA
PHHV4/LH185,NA,77.46,NA,NA,148.625,NA,NA,NA,171.825,NA,NA,NA,205.84,NA,205.52,NA,212.68,NA,NA,NA,182.385,NA,NA,225.235,191.92,225.1475909,NA,245.423929,NA,NA
PHHV4/PHK05,NA,59.82,NA,NA,100.5225,NA,NA,NA,66.79,NA,NA,NA,134.95,NA,147.38,NA,115.445,NA,NA,NA,118.07,NA,NA,147.21,177.43,154.42539685,NA,169.34632035,NA,NA
PHHV4/PHK56,NA,81.16,NA,NA,140.455,NA,NA,NA,135.825,NA,NA,NA,192.585,NA,213.3,NA,153.735,NA,NA,NA,185.615,NA,NA,216.595,197.415,212.2267519,NA,141.147388005,NA,NA
PHHV4/PHR25,NA,72.74,NA,NA,126.49,NA,NA,NA,133.71,NA,NA,NA,137.37,NA,172.88,NA,193.98,NA,NA,NA,170.305,NA,NA,173.31,197.41,177.21983305,NA,196.5476792,NA,NA
PHHV4/PHZ51,NA,78.715,NA,NA,114.015,NA,NA,NA,130.965,NA,NA,NA,185.78,NA,172.62,NA,155.15,NA,NA,NA,190.775,NA,NA,209.135,199.035,200.83438755,NA,217.07411155,NA,NA
PHJ40/LH82,NA,73.45,NA,NA,127.015,NA,NA,NA,141.495,NA,NA,NA,173.565,NA,161.045,NA,163.335,NA,NA,NA,175.36,NA,NA,172.23,173.705,182.1812143,NA,189.5178005,NA,NA
PHJ40/PHP02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.825,NA
PHJ89/CG120,NA,79.66,NA,NA,83.4725,NA,NA,NA,137.25,NA,NA,NA,119.105,NA,146.65,NA,154.195,NA,NA,NA,157.04,NA,NA,149.675,187.46,173.7990609,NA,200.33817415,NA,NA
PHJ89/LH145,NA,62.62,NA,NA,104.355,NA,NA,NA,132.225,NA,NA,NA,163.285,NA,180.54,NA,167.93,NA,NA,NA,156.305,NA,NA,174.985,193.275,187.23351985,NA,198.5261729,NA,NA
PHJ89/PHHV4,NA,75.965,NA,NA,131.9,NA,NA,NA,137.06,NA,NA,NA,183.91,NA,182.1,NA,205.47,NA,NA,NA,183.12,NA,NA,191.3,216.565,194.10096495,NA,207.5168039,NA,NA
PHJ89/PHRE1,NA,62.64,NA,NA,94.2075,NA,NA,NA,162.885,NA,NA,NA,128.805,NA,163.075,NA,180.43,NA,NA,NA,187.94,NA,NA,164.355,181.285,185.7538339,NA,206.29650125,NA,NA
PHJ89/S8324,NA,70.115,NA,NA,111.3675,NA,NA,NA,113.54,NA,NA,NA,179.55,NA,165.515,NA,178.44,NA,NA,NA,197.35,NA,NA,169.365,178.995,177.10949365,NA,196.96397295,NA,NA
PHK05/PHRE1,NA,51.54,NA,NA,100.71,NA,NA,NA,60.75,NA,NA,NA,100.36,NA,119.865,NA,124.29,NA,NA,NA,127.265,NA,NA,125.36,164.74,127.35023585,NA,148.10805875,NA,NA
PHK56/PHRE1,NA,70.785,NA,NA,106.1875,NA,NA,NA,126.725,NA,NA,NA,168.01,NA,158.56,NA,178.695,NA,NA,NA,189.57,NA,NA,181.985,198.875,206.62509255,NA,225.53170755,NA,NA
PHN11_OH43_0001/PHB47,NA,NA,89.37,100.32,NA,NA,63.745,72.995,NA,105.555,118.185,157.34,NA,143.105,113.22,158.38,179.02,NA,130.98,148.09,144.985,179.38,143.23,143.95,183.28,NA,145.945,NA,163.875,188.635
PHN11_PHG47_0251/PHB47,NA,67.645,76.615,NA,98.6575,NA,113.545,98.605,NA,NA,154.925,116.27,91.77,114.27,136.495,158.705,182.705,NA,123.95,131,NA,172.99,169.845,173.98,178.34,181.3495055,157.735,191.91417795,168.8,170.21
PHN11_PHW65_0323/LH195,NA,65.925,103.38,117.205,93.1475,NA,154.945,168.865,133.145,147.62,155.93,143.67,163.63,164.22,215.11,178.02,173.08,NA,170.14,187.035,161.16,192.34,189.7,155.35,150.795,189.62152875,198.41,235.8903043,211.84,218.72
PHN66/LH123HT,52.045,NA,NA,NA,88.18,126.265,NA,NA,NA,NA,NA,NA,NA,149.705,160.9,181.255,NA,107.265,NA,NA,NA,191.465,176.71,178.3,NA,181.1095372,171.49,180.7175541,200.15,160.385
PHN66/LH185,NA,NA,NA,NA,126.2925,NA,NA,NA,NA,NA,NA,NA,NA,141.19,161.18,130.365,NA,209.245,NA,NA,NA,174.45,208.17,156.01,NA,168.02936095,186.645,201.3914404,174.285,197.935
PHN66/LH38,51.045,NA,NA,NA,111.055,65.105,NA,NA,NA,NA,NA,NA,NA,127.055,165.615,184.14,NA,175.225,NA,NA,NA,157.29,173.26,178.775,NA,188.9514167,171.855,178.488213,199.885,186.625
PHN66/LH51,34.82,NA,NA,NA,113.0525,98.46,NA,NA,NA,NA,NA,NA,NA,174.205,149.515,198.48,NA,143.875,NA,NA,NA,196.165,199.605,166.455,NA,186.33143155,172.99,207.99711705,190.13,183.28
PHN66/LH82,64.405,NA,NA,NA,104.16,127.38,NA,NA,NA,NA,NA,NA,NA,141.365,136.575,151.985,NA,168.905,NA,NA,NA,158.68,168.98,184.625,NA,185.30749705,185.235,205.3589721,184.905,201.145
PHN66/PHG29,52.975,NA,NA,NA,113.7375,97.985,NA,NA,NA,NA,NA,NA,NA,149.985,167.125,127.715,NA,181.17,NA,NA,NA,187.525,178.6,173.115,NA,194.70027895,168.56,187.99459805,169.25,216.565
PHN66/PHG47,52.46,NA,NA,NA,101.59,75.355,NA,NA,NA,NA,NA,NA,NA,172.13,148.81,119.25,NA,183.145,NA,NA,NA,170.81,178.995,191.445,NA,179.21263695,175.515,190.72580135,161.03,198.455
PHN66/PHG83,38.06,NA,NA,NA,108.6325,124.36,NA,NA,NA,NA,NA,NA,NA,172.27,164.82,181.495,NA,139.395,NA,NA,NA,186.67,196.705,210.335,NA,203.05686645,206.91,198.95489395,199.51,188.23
PHN66/PHK56,58.965,NA,NA,NA,127.335,118.405,NA,NA,NA,NA,NA,NA,NA,114.285,159.985,201.97,NA,148.155,NA,NA,NA,168.32,180.315,201.425,NA,214.96808115,193.48,243.4937637,201.99,228.3
PHN66/PHN82,50.2,NA,NA,NA,116.6475,83.36,NA,NA,NA,NA,NA,NA,NA,152.225,151.795,186.03,NA,168.92,NA,NA,NA,191.43,184.38,210.84,NA,213.206082,205.83,215.80849325,208.8,222.855
PHN66/PHZ51,47.22,NA,NA,NA,100.295,99.54,NA,NA,NA,NA,NA,NA,NA,117.235,145.555,191.43,NA,158.655,NA,NA,NA,181.335,173.765,181.875,NA,156.8847895,161.885,197.903929,214.815,218.17
PHN66/Q381,50.2,NA,NA,NA,120.1825,142.715,NA,NA,NA,NA,NA,NA,NA,127.23,138.92,163.265,NA,211.36,NA,NA,NA,155.05,171.355,161.475,NA,179.328918,159.385,172.2239734,194.755,171.945
PHN82/LH145,NA,83.675,NA,NA,124.1725,NA,NA,NA,123.425,NA,NA,NA,146.515,NA,168.3,NA,160.58,NA,NA,NA,150.645,NA,NA,195.35,160.09,155.71156005,NA,225.6348918,NA,NA
PHN82/PHB47,NA,86.015,NA,NA,116.585,NA,NA,NA,149.935,NA,NA,NA,193.865,NA,191.61,NA,208.575,NA,NA,NA,168.19,NA,NA,211.42,191.07,206.234825,NA,228.94201905,NA,NA
PHN82/PHHV4,NA,87.05,NA,NA,158.2975,NA,NA,NA,140.03,NA,NA,NA,233.09,NA,201.97,NA,230.455,NA,NA,NA,215.69,NA,NA,229.535,246.085,225.6719645,NA,231.1847916,NA,NA
PHN82/PHRE1,NA,79.165,NA,NA,139.5225,NA,NA,NA,143.165,NA,NA,NA,146.3,NA,NA,NA,NA,NA,NA,NA,172.955,NA,NA,182.76,228.835,190.789235,NA,243.0568415,NA,NA
PHN82/S8324,NA,71.32,NA,NA,138.2075,NA,NA,NA,135.8,NA,NA,NA,156.675,NA,195.23,NA,192.305,NA,NA,NA,189.675,NA,NA,187.71,225.425,193.0474476,NA,226.61731825,NA,NA
PHP02/PHB47,37.03,74.93,79.83,101.165,113.29,101.395,91.295,56.285,176.645,107.675,88.6,179.85,146.28,153.405,148.795,178.465,196.125,NA,146.985,156.05,179.365,166.825,194.225,164.7,181.455,183.1048935,184.505,196.64165805,211.555,193.3
PHP38/LH123HT,NA,NA,84.745,99.36,NA,NA,NA,117.215,NA,125.31,128.98,157.31,NA,NA,NA,NA,NA,NA,147.29,143.15,NA,NA,NA,NA,NA,NA,171.33,NA,NA,233.6
PHP38/LH185,NA,NA,90.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.145,146.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHP38/LH210,NA,NA,116.905,111.89,NA,NA,NA,139.04,NA,154.825,120.765,133.1,NA,NA,NA,NA,NA,NA,159.355,168.655,NA,NA,NA,NA,NA,NA,189.625,NA,NA,189.825
PHP38/PHJ65,NA,NA,89.97,85.35,NA,NA,NA,170.045,NA,154.625,174.32,144.44,NA,NA,NA,NA,NA,NA,173.305,181.05,NA,NA,NA,NA,NA,NA,215.14,NA,NA,248.305
PHP38/PHM49,NA,NA,80.555,130.54,NA,NA,NA,127.71,NA,121.09,124.38,140.255,NA,NA,NA,NA,NA,NA,175.44,155.195,NA,NA,NA,NA,NA,NA,207.415,NA,NA,231.8
PHP38/PHN47,NA,NA,94.63,119.02,NA,NA,NA,71.985,NA,153.74,126.755,136.665,NA,NA,NA,NA,NA,NA,154.075,159.77,NA,NA,NA,NA,NA,NA,155.58,NA,NA,187.99
PHP38/PHN82,NA,NA,103.18,94.33,NA,NA,NA,107.66,NA,130.135,147.825,106.12,NA,NA,NA,NA,NA,NA,153.475,162.26,NA,NA,NA,NA,NA,NA,190.15,NA,NA,229.545
PHP38/PHP60,NA,NA,74.52,92.02,NA,NA,NA,37.86,NA,112.46,81.295,151.78,NA,NA,NA,NA,NA,NA,129.775,126.525,NA,NA,NA,NA,NA,NA,149.74,NA,NA,157.75
PHP38/PHR03,NA,NA,114.435,85.27,NA,NA,NA,161.38,NA,140.6,131.22,154.755,NA,NA,NA,NA,NA,NA,194.63,187.545,NA,NA,NA,NA,NA,NA,221.55,NA,NA,254.915
PHP38/PHW30,NA,NA,82.37,113.795,NA,NA,NA,125.485,NA,106.27,107.755,143.545,NA,NA,NA,NA,NA,NA,136.795,160.095,NA,NA,NA,NA,NA,NA,188.895,NA,NA,190.82
PHP38/PHW53,NA,NA,92.31,40.615,NA,NA,NA,115.375,NA,127.96,115.505,151,NA,NA,NA,NA,NA,NA,167.255,172.86,NA,NA,NA,NA,NA,NA,175.075,NA,NA,219.855
PHP38/Q381,NA,NA,71.96,103.815,NA,NA,NA,53.155,NA,113.98,66.815,153.715,NA,NA,NA,NA,NA,NA,129.17,122.845,NA,NA,NA,NA,NA,NA,161.025,NA,NA,188.035
PHP85/3IIH6,NA,NA,NA,62.1,NA,NA,NA,NA,123.705,NA,NA,157.085,NA,109.675,197.65,198.04,174.9,NA,NA,NA,196.38,188.44,207.26,224.57,NA,209.9974108,207.715,191.6619915,211.795,220.665
PHRE1/PHR25,NA,NA,NA,NA,102.51,NA,NA,NA,94.04,NA,NA,NA,131.145,NA,163.64,NA,128.03,NA,NA,NA,112.72,NA,NA,130.665,149.265,145.80511625,NA,136.40718765,NA,NA
PHT69/3IIH6,NA,NA,NA,57.39,NA,NA,NA,NA,165.485,NA,NA,142.35,NA,143.445,151.355,167.185,164.845,NA,NA,NA,169.25,182.57,158.61,192.135,NA,182.5778838,179.875,171.5853271,160.85,208.075
PHV37/3IIH6,NA,NA,NA,91.995,NA,NA,NA,NA,137.58,NA,NA,146.24,NA,161.89,163.135,195.2,171.38,NA,NA,NA,226.62,169.46,154.015,187.47,NA,197.68103255,178.215,203.04975315,166.685,191.56
PHW52/LH123HT,46.095,NA,NA,NA,98.17,82.39,NA,NA,NA,NA,NA,NA,NA,173.255,152.71,137.15,NA,132.79,NA,NA,NA,166.17,254.055,206.845,NA,202.7726285,221.35,208.5116158,209.425,191.745
PHW52/LH185,43.63,NA,90.415,158.445,124.165,79.3,NA,145.455,NA,121.295,169.86,168.62,NA,184.87,191.865,218.345,NA,167.15,170.775,154.805,NA,191.83,230.955,203.97,NA,233.9965841,208.76,253.40414075,215.985,250.9275
PHW52/LH210,NA,NA,119.475,171.985,NA,NA,NA,187.195,NA,171.95,162.695,160.115,NA,NA,NA,NA,NA,NA,196.545,192.235,NA,NA,NA,NA,NA,NA,236.375,NA,NA,212.935
PHW52/LH38,36.43,NA,NA,NA,119.835,132.5,NA,NA,NA,NA,NA,NA,NA,130.78,166.41,150.65,NA,202.555,NA,NA,NA,183.92,184.435,188.855,NA,225.52087025,222.38,225.04398815,214.065,237.39
PHW52/LH51,34.39,NA,NA,NA,112.6525,101.34,NA,NA,NA,NA,NA,NA,NA,151.73,155.19,171.32,NA,187.715,NA,NA,NA,142.625,214.59,147.555,NA,202.2403466,188.14,219.93900255,188.925,192.29
PHW52/LH82,43.68,NA,NA,NA,122.74,85.54,NA,NA,NA,NA,NA,NA,NA,149.635,179.685,91.905,NA,172.05,NA,NA,NA,152.675,190.385,166.355,NA,190.29390025,192.37,246.11718005,204.97,235.425
PHW52/PHG29,43.57,NA,NA,NA,122.835,99.185,NA,NA,NA,NA,NA,NA,NA,162.775,164.755,179.695,NA,188.135,NA,NA,NA,194.545,206.56,186.83,NA,200.06548475,201.475,246.14584235,187.615,207.82
PHW52/PHG47,47.395,NA,NA,NA,130.18,127.79,NA,NA,NA,NA,NA,NA,NA,164.82,156.12,86.14,NA,172.63,NA,NA,NA,153.875,185.27,164.235,NA,180.1027164,172.16,202.9597912,196.96,205.635
PHW52/PHG83,38.905,NA,NA,NA,81.425,56.685,NA,NA,NA,NA,NA,NA,NA,143.58,128.67,101.225,NA,143.275,NA,NA,NA,164.055,148.985,170.325,NA,193.442276,172.155,208.44797295,181.915,194.34
PHW52/PHJ65,NA,NA,79.865,149.575,NA,NA,NA,169.835,NA,177.25,177.21,122.35,NA,NA,NA,NA,NA,NA,179.15,184.96,NA,NA,NA,NA,NA,NA,184.12,NA,NA,207.66
PHW52/PHK56,45.44,NA,NA,NA,145.7975,129.025,NA,NA,NA,NA,NA,NA,NA,189.975,208.975,165.81,NA,193.55,NA,NA,NA,187.935,228.6,223.75,NA,223.15972445,216.56,238.07273965,184.21,246.955
PHW52/PHM49,47.715,68.805,78.785,NA,90.585,71.34,109.845,155.985,NA,NA,133.335,NA,153.755,157.905,NA,NA,NA,NA,172.625,193.87,NA,NA,222.66,156.235,NA,202.8543474,NA,215.43471175,NA,NA
PHW52/PHN37,32.2,NA,NA,NA,127.7525,64.025,NA,NA,NA,NA,NA,NA,NA,178.18,189.72,168.37,NA,220.56,NA,NA,NA,155.43,208.54,175.97,NA,199.51839055,182.395,211.7261031,195.74,201.79
PHW52/PHN47,NA,NA,89.16,69.525,NA,NA,NA,180.25,NA,169.62,144.99,163.785,NA,NA,NA,NA,NA,NA,189.175,197.745,NA,NA,NA,NA,NA,NA,222.185,NA,NA,253.67
PHW52/PHN82,50.31,81.225,88.815,104.6225,118.31,123.31,156.48,130.57,153.9,141.2975,154.1925,149.8775,166.575,133.0525,188.24,136.46,194.145,188.815,186.765,176.8675,187.39,160.1675,227.6725,203.198333333333,199.795,205.625029375,204.926666666667,229.014155925,222.3175,254.431666666667
PHW52/PHP60,NA,NA,94.935,119.355,NA,NA,NA,171.01,NA,NA,NA,162.345,NA,NA,NA,NA,NA,NA,148.96,179.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHW52/PHR03,NA,NA,99.655,113.88,NA,NA,NA,115.983333333333,NA,151.9875,115.0775,147.45,NA,NA,NA,NA,NA,NA,202.055,204.125,NA,NA,NA,NA,NA,NA,222.5425,NA,NA,254.4
PHW52/PHW30,NA,NA,94.54,98.395,NA,NA,NA,156.08,NA,138.32,137.065,167.445,NA,NA,NA,NA,NA,NA,190.895,185.595,NA,NA,NA,NA,NA,NA,234.73,NA,NA,259.545
PHW52/PHW53,NA,NA,91.265,59.415,NA,NA,NA,140.535,NA,127.365,133.105,172.445,NA,NA,NA,NA,NA,NA,165.015,162.32,NA,NA,NA,NA,NA,NA,165.845,NA,NA,220.23
PHW52/PHZ51,48.6,NA,71.04,62.245,111.3225,152.34,NA,57.655,NA,122.33,113.545,174.465,NA,181.54,182.585,189.88,NA,212.65,153.74,152.26,NA,144.49,219.12,216.995,NA,172.5231492,198.7625,219.74686055,230.56,216.0375
PHW52/Q381,43.38,NA,77.65,96.865,125.92,108.49,NA,65.19,NA,118.125,97.56,119.5,NA,141.41,174.78,151.705,NA,176.235,129.03,147.385,NA,166.515,189.46,182.015,NA,198.2165782,171.3125,240.71942055,174.365,211.695
PHZ51/LH145,NA,66.03,NA,NA,105.6375,NA,NA,NA,114.09,NA,NA,NA,214.745,NA,128.78,NA,156.935,NA,NA,NA,177.205,NA,NA,165.54,133.835,120.687527475,NA,90.657053255,NA,NA
S8324/3IIH6,NA,78.145,NA,NA,113.56,NA,NA,NA,138.645,NA,NA,NA,158.895,NA,185.47,NA,195.97,NA,NA,NA,184.655,NA,NA,175.805,195.035,184.06836515,NA,212.0220152,NA,NA
S8324/LH162,NA,64.41,NA,NA,123.7175,NA,NA,NA,123.825,NA,NA,NA,138.135,NA,173.1,NA,167.335,NA,NA,NA,160.435,NA,NA,144.885,171.655,127.294041,NA,141.5172781,NA,NA
S8324/PHK05,NA,NA,NA,NA,102.905,NA,NA,NA,NA,NA,NA,NA,148.155,NA,142.125,NA,117.755,NA,NA,NA,NA,NA,NA,142.455,154.88,137.2767223,NA,120.6415841,NA,NA
S8324/PHK56,NA,77.35,NA,NA,146.3375,NA,NA,NA,133.065,NA,NA,NA,150.47,NA,179.96,NA,197.96,NA,NA,NA,204.99,NA,NA,185.085,204.46,190.5437853,NA,214.26629415,NA,NA
S8324/PHR25,NA,56.27,NA,NA,117.095,NA,NA,NA,108.185,NA,NA,NA,137.35,NA,163.535,NA,151.36,NA,NA,NA,153.44,NA,NA,171.75,177.415,158.46653005,NA,137.48296535,NA,NA
S8324/PHZ51,NA,64.71,NA,NA,107.91,NA,NA,NA,123.905,NA,NA,NA,174.815,NA,182.745,NA,177.525,NA,NA,NA,186.05,NA,NA,155.825,199.065,183.3705114,NA,186.05526925,NA,NA
SD101/3IIH6,NA,NA,NA,87.3,NA,NA,NA,NA,101.725,NA,NA,159.65,NA,NA,148.58,150.895,97.23,NA,NA,NA,138.19,182.135,NA,NA,NA,NA,NA,NA,NA,NA
TR 9-1-1-6/3IIH6,NA,NA,NA,NA,NA,NA,NA,NA,102.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TX714/PHZ51,NA,NA,96.2,98.225,NA,NA,NA,137.19,126.235,166.255,120.61,121.545,NA,NA,NA,111.565,NA,NA,161.56,164.35,NA,NA,NA,NA,NA,173.24665255,NA,219.41722315,NA,NA
TX740/LH195,NA,61.505,NA,139.44,63.955,NA,NA,162.15,NA,155.57,186.465,NA,NA,NA,188.69,NA,NA,NA,NA,NA,NA,NA,159.08,210.665,NA,NA,213.28,NA,NA,209.765
TX770/LH195,NA,NA,74.955,70.29,NA,NA,NA,205.625,NA,174.525,161.705,NA,NA,NA,143.12,NA,NA,NA,181.03,199.88,NA,NA,NA,194.44,NA,NA,225.675,NA,NA,272.475
VA35/LH195,NA,72.09,97.825,NA,74.0725,NA,126.16,163.98,108.625,135.46,172.01,NA,145.88,113.355,170.375,190.63,166.32,NA,180.3,183.205,189.41,161.85,195.005,152.66,210.52,178.76956385,212.285,170.13145815,180.445,237.57
W10004_0008/3IIH6,NA,NA,NA,130.015,NA,NA,NA,NA,141.595,NA,NA,152.885,NA,NA,127.925,198.225,157.76,NA,NA,NA,174.425,186.445,204.235,218.405,NA,198.2845309,198.13,181.7400659,193.7,193.97
W10004_0045/3IIH6,NA,NA,NA,113.3,NA,NA,NA,NA,168.955,NA,NA,90.235,NA,172.21,158.135,202.925,153.34,NA,NA,NA,170.07,182.8,205.605,205.715,NA,201.8930097,193.48,206.3012295,206.515,198.825
W10004_0062/3IIH6,NA,NA,NA,134.355,NA,NA,NA,NA,113.15,NA,NA,131.38,NA,NA,NA,NA,NA,NA,NA,NA,162.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
W10004_0072/3IIH6,NA,NA,NA,66.965,NA,NA,NA,NA,156.19,NA,NA,137.65,NA,NA,92.595,182.47,152.6,NA,NA,NA,185.58,167.985,NA,NA,NA,NA,NA,NA,NA,NA
W10004_0121/3IIH6,NA,NA,NA,116.575,NA,NA,NA,NA,151.415,NA,NA,180.59,NA,NA,NA,NA,NA,NA,NA,NA,262.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
